beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90
1,72,0,0,3150.85,0.228,0.131,0.235,0.126,0,21909.11,0.251,0,61,52,0
0,0,1,24,2462.14,0.463,0.364,0.584,0.468,4,23511.49,0.479,0,24,2,0
0,0,0,0,965.9,0.6,0.67,0.244,0.143,2,6403.91,0.336,5,60,60,0
1,34,0,0,1625.53,0.267,0.392,0.614,0.397,0,14507.96,0.273,0,67,23,0
0,0,0,0,1327.31,0.334,0.517,0.493,0.304,2,13579.6,0.504,0,57,31,1
1,99,0,0,1297.57,0.205,0.296,0.588,0.268,1,16188.8,0.448,0,23,11,0
0,0,0,0,978.13,0.793,0.771,0.218,0.281,0,6687.24,0.451,7,53,15,0
1,67,0,0,2663.91,0.147,0.163,0.195,0.11,1,26480.35,0.244,18,81,32,0
0,0,0,0,1710.23,0.507,0.669,0.7,0.56,0,23259.89,0.431,0,67,9,0
1,31,0,0,3148.92,0.399,0.479,0.914,0.681,2,25953.69,0.355,26,27,8,0
0,0,0,0,4030.19,0.521,0.567,0.732,0.455,1,54466.93,0.53,27,83,70,0
0,0,0,0,2519.17,0.465,0.665,0.624,0.602,2,17862.7,0.363,0,83,76,0
0,0,0,0,2410.11,0.863,0.868,0.687,0.505,3,21050.61,0.481,0,29,6,0
1,30,0,0,1113.63,0.146,0.31,0.383,0.218,1,11420.27,0.34,85,72,68,0
1,6,0,0,2811.95,0.481,0.592,0.144,0.142,1,20280.56,0.396,9,45,1,1
1,113,0,0,2224.72,0.239,0.276,0.077,0.193,0,12100.17,0.303,0,58,23,0
0,0,1,40,4710.23,0.448,0.489,0.437,0.082,0,48756.69,0.511,0,48,12,0
1,16,0,0,1170.55,0.289,0.404,0.13,0.185,1,4387.1,0.339,47,71,44,0
1,83,0,0,3446.03,0.563,0.638,0.552,0.394,1,7754.7,0.171,0,85,20,0
1,30,0,0,1714.03,0.115,0.219,0.483,0.356,0,15529.93,0.378,0,72,38,0
0,0,1,6,1533.2,0.39,0.344,0.556,0.32,0,22291.32,0.424,0,81,44,0
0,0,0,0,4634.44,0.746,0.594,0.218,0.116,2,39374.54,0.25,0,82,35,0
0,0,1,9,2575.66,0.521,0.574,0.664,0.421,1,27688.81,0.496,0,24,6,0
0,0,0,0,1660.39,0.486,0.666,0.253,0.307,4,11580.33,0.432,0,35,14,0
1,47,0,0,1756.82,0.053,0.089,0.831,0.263,0,44026.95,0.437,0,67,8,0
0,0,0,0,1505.32,0.681,0.757,0.387,0.349,1,45652.44,0.727,95,58,34,0
0,0,1,34,2221.88,0.52,0.817,0.992,0.756,4,57947.98,0.575,65,21,1,1
0,0,1,38,2394.46,0.232,0.36,0.982,0.485,3,26150.25,0.456,0,24,1,1
0,0,1,30,2510.48,0.238,0.442,0.627,0.451,1,78084.22,0.544,0,53,19,0
0,0,0,0,1549.12,0.867,0.837,0.513,0.403,0,12284.81,0.512,15,59,21,0
1,114,1,27,2086.16,0.174,0.22,0.485,0.174,0,18791.91,0.305,0,29,1,0
0,0,1,9,2501.4,0.188,0.345,0.567,0.295,1,58509.38,0.358,23,29,13,0
0,0,1,23,2822.86,0.313,0.363,0.711,0.377,2,37367.02,0.425,0,26,6,0
0,0,1,48,3901.26,0.411,0.65,0.541,0.261,0,44614.03,0.575,0,56,37,0
0,0,1,69,4528.86,0.39,0.436,0.307,0.181,1,47091.12,0.491,0,18,5,0
0,0,1,21,2125.12,0.492,0.563,0.097,0.069,0,7619.67,0.297,0,56,47,0
0,0,0,0,2059.95,0.839,0.899,0.369,0.333,2,59543.11,0.797,152,50,13,1
0,0,0,0,2498.68,0.182,0.229,0.165,0.046,0,15579.11,0.25,0,49,17,0
1,21,0,0,1635.62,0.346,0.476,0.484,0.244,0,42935.46,0.4,36,64,40,0
0,0,1,10,2751.65,0.498,0.582,0.504,0.373,3,14365.93,0.451,54,53,31,0
1,71,0,0,2661.22,0.188,0.183,0.72,0.398,3,13449.53,0.276,6,67,42,0
0,0,1,18,1047.68,0.158,0.203,0.535,0.306,1,3562.93,0.218,0,69,45,0
0,0,1,37,2682.38,0.645,0.642,0.137,0.07,2,14831.53,0.538,0,80,46,0
0,0,0,0,1870.2,0.77,0.765,0.26,0.209,2,21837.4,0.543,0,72,52,0
0,0,1,80,1934.82,0.082,0.228,0.532,0.164,1,13818.96,0.336,0,53,24,0
0,0,1,28,4214.27,0.455,0.413,0.966,0.584,0,29742.78,0.273,0,51,22,0
0,0,1,46,6209.81,0.388,0.34,0.18,0.14,0,135244.05,0.464,0,34,1,0
0,0,1,15,2952.04,0.344,0.314,0.641,0.314,0,27245.58,0.317,0,58,28,0
0,0,0,0,1006.25,0.606,0.622,0.566,0.462,3,5702.57,0.285,35,27,6,0
1,59,0,0,2066.13,0.208,0.174,0.697,0.253,3,16987.42,0.313,0,81,47,0
1,80,0,0,1484.35,0.216,0.268,0.863,0.363,2,14915.97,0.359,0,75,31,0
0,0,0,0,4656.43,0.216,0.335,0.28,0.069,0,68545.41,0.488,0,26,1,0
1,107,0,0,1773.83,0.166,0.215,0.291,0.215,2,30655.76,0.519,157,71,46,0
0,0,1,29,2956.29,0.066,0.247,0.241,0.176,1,20183.7,0.252,24,25,22,0
1,73,0,0,3883.23,0.087,0.172,0.523,0.292,1,19398.63,0.275,0,67,32,0
0,0,1,22,1680.45,0.186,0.196,0.943,0.284,2,19114.55,0.384,70,23,1,0
0,0,1,18,1776.72,0.396,0.299,0.18,0.249,0,17833.91,0.515,0,51,5,0
0,0,0,0,3187.91,0.589,0.761,0.727,0.623,3,11759.72,0.223,0,62,17,0
0,0,0,0,3140.05,0.52,0.422,0.522,0.392,1,54583.44,0.407,16,67,48,0
0,0,1,20,1586.58,0.496,0.535,0.672,0.4,1,18848.28,0.452,79,46,24,0
0,0,1,98,1681.67,0.758,0.699,0.33,0.318,2,24731.78,0.531,68,80,53,1
0,0,0,0,2339.22,0.458,0.499,0.31,0.226,0,7125.82,0.324,54,70,47,0
0,0,0,0,2329.94,0.409,0.499,0.271,0.344,1,12001.27,0.305,66,32,2,1
0,0,1,8,1921.17,0.819,0.928,0.328,0.316,2,14855.43,0.407,73,63,23,0
1,40,0,0,2634.63,0.073,0.321,0.351,0.233,0,20009.47,0.302,21,67,32,0
0,0,0,0,1045.81,0.311,0.241,0.225,0.12,0,20655.53,0.383,0,40,11,0
0,0,1,41,3497.74,0.2,0.286,0.268,0.152,1,7221.74,0.216,0,68,30,0
1,39,0,0,2596.3,0.189,0.312,0.8,0.384,1,14036.07,0.341,14,79,69,1
0,0,0,0,806.15,0.704,0.702,0.682,0.496,2,2897.53,0.225,14,73,40,0
1,100,0,0,1936.54,0.305,0.359,0.516,0.311,0,57632.92,0.609,0,69,49,0
1,32,0,0,1981.68,0.265,0.225,0.344,0.144,0,14499.58,0.225,43,61,33,0
0,0,0,0,2406.09,0.518,0.62,0.376,0.201,2,16599.92,0.528,39,36,13,0
1,18,0,0,1326.22,0.064,0.137,0.611,0.226,1,31179.55,0.512,120,72,18,0
0,0,0,0,3029.54,0.763,0.787,0.391,0.396,1,47439.52,0.487,93,42,15,0
0,0,1,15,2591.9,0.521,0.532,0.286,0.31,2,67425.68,0.47,0,54,35,0
0,0,1,10,4177.01,0.492,0.567,0.379,0.368,1,33485.73,0.407,0,39,1,0
0,0,1,5,1309.1,0.612,0.631,0.675,0.463,2,1789.41,0.24,0,39,12,0
0,0,1,76,3124.71,0.252,0.279,0.635,0.242,0,29305.74,0.452,0,28,1,0
1,34,0,0,2508.54,0.164,0.188,0.25,0.211,0,23383.78,0.547,0,83,28,0
0,0,0,0,1965.68,0.47,0.517,0.694,0.392,1,9102.86,0.296,0,28,12,0
0,0,0,0,2106.14,0.512,0.552,0.715,0.437,0,25137.57,0.408,60,23,4,0
0,0,0,0,2034.0,0.193,0.271,0.62,0.404,0,17253.25,0.313,0,81,27,0
0,0,1,62,945.95,0.555,0.468,0.314,0.206,1,10267.56,0.372,0,55,1,0
0,0,0,0,3964.24,0.492,0.465,0.531,0.319,1,132585.68,0.445,0,47,36,0
0,0,1,32,2026.79,0.419,0.386,0.411,0.274,2,21421.99,0.317,0,68,59,0
1,146,0,0,1760.61,0.255,0.272,0.238,0.145,0,11924.4,0.381,112,44,13,0
0,0,1,29,2855.84,0.168,0.19,0.581,0.36,2,25800.71,0.35,0,26,1,0
1,73,0,0,2942.72,0.053,0.094,0.123,0.173,0,30168.51,0.238,61,67,32,0
0,0,1,18,1359.6,0.346,0.525,0.496,0.329,1,23525.22,0.622,0,29,23,1
0,0,1,53,1354.27,0.437,0.448,0.627,0.381,1,21865.79,0.472,57,55,44,0
0,0,1,34,5635.85,0.313,0.268,0.491,0.274,2,42040.2,0.298,0,82,60,0
0,0,0,0,1529.25,0.52,0.574,0.374,0.182,1,21390.53,0.589,23,81,42,0
0,0,1,54,3203.94,0.209,0.256,0.444,0.28,0,6736.92,0.204,0,42,22,0
0,0,1,76,1704.27,0.334,0.445,0.503,0.454,3,15193.6,0.485,0,71,19,0
0,0,1,12,5556.69,0.315,0.498,0.355,0.255,0,164166.5,0.617,70,59,10,1
0,0,0,0,2695.39,0.42,0.563,0.214,0.268,0,5739.69,0.291,0,50,16,1
0,0,1,20,1960.29,0.444,0.488,0.437,0.169,0,33698.46,0.431,89,27,20,0
0,0,0,0,3772.8,0.463,0.476,0.21,0.053,0,33951.72,0.387,78,43,31,0
1,35,0,0,3227.7,0.197,0.287,0.383,0.282,0,38639.49,0.493,0,62,29,0
0,0,0,0,2668.94,0.213,0.22,0.85,0.327,1,20574.35,0.238,0,85,39,0
0,0,1,29,4250.15,0.27,0.368,0.428,0.235,1,26097.94,0.421,0,18,1,0
0,0,1,60,2324.37,0.579,0.69,0.657,0.405,0,33333.0,0.469,0,66,33,0
1,47,0,0,5572.9,0.071,0.169,0.175,0.146,1,76135.48,0.175,0,75,76,0
1,45,0,0,5440.96,0.346,0.478,0.247,0.104,0,192498.76,0.599,0,82,53,0
0,0,1,13,6064.03,0.308,0.411,0.485,0.308,0,38594.99,0.428,0,46,21,0
0,0,1,49,916.48,0.366,0.422,0.571,0.354,0,7368.49,0.404,0,26,10,0
0,0,1,3,2613.13,0.694,0.676,0.306,0.226,3,15301.69,0.478,44,36,11,0
0,0,1,14,3055.11,0.308,0.49,0.516,0.254,0,118296.92,0.77,0,75,32,1
1,47,0,0,2015.56,0.098,0.359,0.376,0.268,1,33908.67,0.483,99,77,27,0
1,55,1,50,3625.92,0.297,0.306,0.092,0.002,1,81289.63,0.395,107,61,23,0
0,0,1,65,2741.82,0.647,0.724,0.416,0.385,0,22756.46,0.462,15,26,1,0
0,0,1,20,4900.12,0.671,0.766,0.501,0.347,1,41857.81,0.404,69,26,17,0
0,0,1,24,4587.58,0.6,0.633,0.674,0.454,2,32848.41,0.46,0,50,31,0
0,0,1,15,3036.83,0.185,0.225,0.35,0.115,0,21841.3,0.34,0,58,32,0
0,0,1,25,3441.94,0.512,0.601,0.673,0.502,1,53244.38,0.571,0,20,1,1
0,0,1,8,2606.48,0.295,0.316,0.69,0.302,3,17529.62,0.328,0,64,22,0
0,0,0,0,4753.14,0.539,0.516,0.462,0.311,0,29241.2,0.396,116,55,35,0
0,0,0,0,2173.51,0.38,0.584,0.566,0.411,2,42427.03,0.5,49,18,12,0
0,0,1,32,6442.23,0.508,0.474,0.375,0.279,1,86690.83,0.425,0,24,1,0
0,0,0,0,2891.96,0.565,0.509,0.476,0.257,1,17382.46,0.382,53,48,16,0
0,0,0,0,2408.37,0.631,0.669,0.176,0.186,0,9219.04,0.449,0,67,57,0
0,0,0,0,875.02,0.198,0.418,0.704,0.388,3,3616.1,0.371,4,74,14,0
0,0,1,17,4650.59,0.474,0.362,0.446,0.252,0,54173.19,0.487,0,47,12,0
0,0,0,0,800.0,0.299,0.276,0.37,0.256,2,25987.67,0.5,98,38,1,1
0,0,0,0,1655.46,0.326,0.405,0.332,0.152,1,18782.52,0.349,0,83,32,0
0,0,1,5,1336.21,0.298,0.347,0.336,0.208,0,7489.89,0.529,0,49,15,0
0,0,0,0,2901.55,0.498,0.489,0.172,0.059,0,58357.06,0.556,43,39,10,0
0,0,1,5,2116.22,0.418,0.534,0.457,0.264,2,22779.13,0.452,0,48,29,0
0,0,1,69,3820.6,0.571,0.613,0.838,0.459,3,39738.96,0.544,59,18,6,1
0,0,1,3,940.54,0.32,0.392,0.552,0.397,0,17820.93,0.502,0,38,24,1
0,0,1,48,4290.13,0.442,0.484,0.161,0.149,1,30628.73,0.424,0,53,46,0
1,45,0,0,3516.58,0.02,0.062,0.679,0.197,1,24679.76,0.221,0,80,24,0
0,0,1,35,1705.12,0.202,0.404,0.144,0.04,0,17309.6,0.399,0,68,42,0
0,0,0,0,1396.74,0.568,0.656,0.556,0.288,3,9954.8,0.467,29,71,13,0
0,0,0,0,3452.35,0.666,0.65,0.39,0.254,0,27174.4,0.339,0,55,37,0
1,19,0,0,2531.89,0.289,0.277,0.733,0.433,3,14720.22,0.297,9,25,16,0
0,0,0,0,2731.62,0.297,0.182,0.195,0.138,1,42027.72,0.321,0,44,34,0
0,0,1,51,1194.42,0.211,0.255,0.572,0.318,0,5807.82,0.375,0,85,35,0
0,0,0,0,1677.4,0.426,0.54,0.44,0.31,1,7059.98,0.249,32,21,1,0
1,81,0,0,3858.74,0.065,0.155,0.074,0.0,0,14757.76,0.24,52,77,49,0
1,35,1,27,2551.41,0.429,0.499,0.498,0.173,1,47563.6,0.656,0,64,34,0
0,0,1,7,1887.64,0.452,0.477,0.773,0.349,2,12140.95,0.363,0,37,1,0
1,45,0,0,2344.63,0.163,0.192,0.102,0.112,0,14294.22,0.255,11,70,41,0
1,36,1,65,2506.38,0.157,0.336,0.0,0.05,2,36366.94,0.447,0,74,36,0
0,0,1,20,5109.39,0.424,0.464,0.259,0.152,0,57391.79,0.434,25,20,24,0
0,0,1,47,3953.22,0.171,0.312,0.799,0.379,4,110003.53,0.491,0,25,3,1
1,44,0,0,2353.44,0.041,0.006,0.243,0.037,0,21230.12,0.106,0,63,31,0
0,0,1,11,7094.35,0.698,0.839,0.161,0.16,4,23476.51,0.502,0,85,41,0
0,0,1,16,2441.71,0.502,0.56,0.59,0.334,0,23177.26,0.365,33,19,6,0
0,0,0,0,2318.05,0.375,0.395,0.655,0.29,2,9441.2,0.332,0,63,17,0
0,0,0,0,1174.59,0.48,0.465,0.366,0.117,2,27301.27,0.666,0,27,3,0
1,62,0,0,2321.95,0.352,0.32,0.136,0.013,1,15272.25,0.445,0,62,38,0
0,0,1,35,3915.59,0.073,0.15,0.386,0.107,0,33368.83,0.39,0,60,54,0
0,0,1,24,3556.68,0.327,0.323,1.0,0.449,1,76992.28,0.549,35,24,1,0
1,13,0,0,1443.61,0.345,0.537,0.468,0.278,2,8341.87,0.45,33,64,39,1
0,0,1,27,1501.92,0.292,0.325,0.447,0.237,1,9735.89,0.374,0,78,28,0
0,0,0,0,1894.76,0.302,0.516,0.357,0.248,0,13865.03,0.432,0,76,31,0
0,0,1,19,3127.32,0.695,0.766,0.793,0.57,4,32953.94,0.575,0,19,11,0
0,0,0,0,800.0,0.23,0.299,0.655,0.22,0,19697.57,0.48,0,34,30,1
0,0,0,0,5139.3,0.221,0.153,0.242,0.184,0,53292.4,0.241,0,34,17,0
0,0,0,0,2117.55,0.71,0.755,0.334,0.227,0,89320.89,0.639,0,48,4,0
1,35,0,0,893.45,0.316,0.269,0.733,0.311,1,4630.3,0.323,0,27,1,0
1,42,0,0,2892.53,0.106,0.137,0.66,0.344,0,60428.44,0.504,0,76,32,0
1,28,0,0,1090.03,0.099,0.237,0.768,0.32,3,21033.01,0.625,0,70,38,0
1,45,0,0,1442.77,0.096,0.123,0.438,0.144,1,10617.51,0.56,20,72,38,0
0,0,1,27,3496.45,0.502,0.471,0.607,0.304,1,41711.98,0.541,48,31,16,1
1,23,0,0,1214.65,0.305,0.265,0.717,0.326,1,4871.32,0.33,0,18,19,0
0,0,0,0,1152.68,0.586,0.647,0.2,0.15,1,6982.99,0.39,10,79,54,0
0,0,0,0,2739.09,0.1,0.226,0.531,0.173,0,13807.56,0.222,73,37,13,0
0,0,1,8,2447.03,0.652,0.717,0.23,0.124,0,23840.85,0.526,29,62,25,0
0,0,1,59,2249.44,0.228,0.259,0.541,0.318,3,26891.84,0.318,12,79,72,0
0,0,1,39,2574.59,0.275,0.295,0.456,0.211,1,36164.77,0.306,0,20,6,0
0,0,1,15,5838.14,0.069,0.172,0.389,0.127,0,64506.3,0.39,0,18,8,0
0,0,1,22,3866.48,0.146,0.331,0.505,0.34,0,33932.24,0.304,0,18,1,0
0,0,0,0,935.15,0.639,0.688,0.758,0.582,0,19647.48,0.665,0,28,9,1
0,0,0,0,3735.43,0.822,0.79,0.562,0.382,1,79834.28,0.568,7,21,7,0
1,49,1,39,2952.92,0.238,0.306,0.448,0.341,2,42890.07,0.398,22,73,34,0
1,23,0,0,2128.01,0.429,0.518,0.167,0.043,2,9889.69,0.306,0,59,27,0
0,0,0,0,1138.77,0.3,0.302,0.417,0.257,0,5126.75,0.405,0,84,46,0
1,47,0,0,1882.89,0.32,0.483,0.337,0.197,0,32678.79,0.483,0,72,32,0
0,0,1,134,3062.34,0.237,0.294,0.299,0.109,1,25379.67,0.273,15,83,58,0
0,0,0,0,1877.65,0.453,0.583,0.331,0.221,0,15273.62,0.506,0,34,13,0
0,0,0,0,4155.71,0.677,0.649,0.217,0.204,1,20022.33,0.338,49,37,12,0
1,50,0,0,1362.72,0.225,0.349,0.211,0.079,0,48795.57,0.533,0,75,35,1
0,0,1,13,2394.23,0.115,0.233,0.166,0.094,1,38409.29,0.485,0,34,2,0
0,0,0,0,800.0,0.697,0.692,0.875,0.68,4,5121.68,0.474,0,21,1,1
1,47,0,0,1784.36,0.226,0.389,0.129,0.04,1,10855.57,0.375,55,63,42,0
1,30,0,0,3867.67,0.355,0.388,0.311,0.207,1,26615.66,0.158,0,72,27,0
1,40,0,0,4841.53,0.278,0.279,0.233,0.032,0,93747.65,0.419,0,83,38,0
0,0,0,0,3886.65,0.54,0.604,0.136,0.193,1,35919.66,0.507,5,81,31,0
0,0,0,0,1507.39,0.414,0.437,0.322,0.112,2,14893.12,0.303,0,26,1,0
1,30,0,0,2021.24,0.235,0.364,0.283,0.166,1,13315.02,0.299,0,70,31,0
1,25,0,0,1474.15,0.031,0.188,0.737,0.234,0,13499.95,0.427,0,75,52,0
1,19,0,0,2012.48,0.364,0.447,0.205,0.033,2,45531.89,0.465,0,65,61,0
1,29,0,0,4132.75,0.517,0.504,0.303,0.326,2,46636.63,0.444,0,73,50,0
1,34,0,0,3498.28,0.084,0.166,0.325,0.145,1,25431.74,0.419,0,74,45,0
0,0,1,63,2178.99,0.387,0.52,0.402,0.142,0,21574.84,0.432,39,48,21,0
0,0,1,6,2196.6,0.124,0.119,0.703,0.286,1,118896.05,0.566,12,20,1,0
0,0,1,22,2235.4,0.194,0.339,0.235,0.149,1,13158.45,0.401,30,49,25,0
0,0,1,19,1974.03,0.744,0.836,0.642,0.512,2,30648.84,0.632,38,31,14,0
0,0,0,0,2022.38,0.225,0.307,0.315,0.227,0,40100.54,0.497,0,25,13,1
0,0,1,3,3660.81,0.052,0.323,0.205,0.174,1,77197.98,0.652,0,26,1,0
1,14,0,0,6666.51,0.373,0.36,0.382,0.22,0,16387.44,0.302,0,65,29,0
0,0,1,3,2580.56,0.528,0.536,0.687,0.487,1,14096.22,0.259,0,52,47,0
0,0,1,16,3582.5,0.475,0.434,0.148,0.171,2,23004.52,0.37,0,54,12,0
1,23,0,0,1359.85,0.205,0.248,0.435,0.267,2,21055.05,0.252,4,68,14,0
0,0,1,16,2700.54,0.302,0.361,0.758,0.36,2,13658.41,0.254,92,55,28,0
1,31,0,0,2176.16,0.249,0.369,0.34,0.155,1,37243.87,0.352,0,60,28,0
0,0,1,38,3826.82,0.028,0.064,0.551,0.11,0,58666.33,0.458,0,23,6,0
0,0,0,0,2287.63,0.58,0.567,0.575,0.214,1,21602.49,0.603,0,75,30,0
0,0,1,51,3868.78,0.286,0.483,0.501,0.251,0,20446.61,0.372,103,48,9,0
0,0,1,69,2600.76,0.656,0.665,0.612,0.423,2,16253.31,0.43,0,28,10,0
0,0,1,24,2176.31,0.385,0.424,0.319,0.32,3,23513.79,0.463,0,73,27,1
0,0,0,0,1015.24,0.715,0.788,0.122,0.014,1,26761.93,0.484,0,67,27,0
0,0,1,54,3071.79,0.417,0.463,0.302,0.202,1,8546.44,0.355,28,21,1,0
0,0,1,24,2446.84,0.312,0.362,0.3,0.177,1,5934.16,0.257,38,31,3,0
0,0,1,4,4946.95,0.226,0.381,0.532,0.235,0,45111.15,0.443,0,19,1,0
0,0,0,0,1672.34,0.473,0.468,0.476,0.229,2,12358.95,0.485,13,36,12,1
0,0,1,34,2145.31,0.399,0.4,0.409,0.155,2,28687.13,0.513,26,24,1,0
1,31,0,0,3081.92,0.079,0.067,0.419,0.2,1,86269.02,0.496,20,66,43,0
0,0,0,0,935.64,0.239,0.256,0.411,0.097,1,5717.8,0.241,0,53,27,0
1,55,0,0,2694.3,0.136,0.189,0.0,0.009,1,39698.05,0.447,0,84,86,0
1,63,1,29,2673.84,0.251,0.372,0.284,0.123,1,5399.7,0.294,9,68,40,0
0,0,1,32,1551.18,0.296,0.331,0.357,0.169,2,15734.84,0.468,28,59,28,0
1,47,0,0,2498.01,0.38,0.352,0.75,0.409,1,46010.16,0.401,0,52,43,0
0,0,0,0,800.0,0.563,0.661,0.634,0.476,1,3476.3,0.366,0,21,1,0
0,0,0,0,2383.39,0.643,0.655,0.315,0.239,2,51131.71,0.554,65,22,2,1
1,58,0,0,2445.11,0.263,0.273,0.204,0.2,0,106768.11,0.522,0,59,35,0
0,0,1,14,1922.78,0.114,0.048,0.689,0.182,1,15359.86,0.21,78,18,15,0
0,0,1,10,4042.7,0.095,0.168,0.44,0.222,0,66503.59,0.416,4,20,1,0
0,0,1,44,3548.77,0.302,0.418,0.285,0.211,1,23378.09,0.167,0,32,9,0
1,26,0,0,1273.6,0.097,0.105,0.605,0.304,0,27211.82,0.398,0,78,64,1
0,0,1,8,3409.74,0.182,0.317,0.221,0.138,0,38180.92,0.406,0,49,11,0
0,0,0,0,2309.01,0.339,0.449,0.191,0.033,1,12521.77,0.32,0,66,35,0
0,0,1,31,2247.24,0.736,0.727,0.272,0.101,2,12778.66,0.58,142,45,1,0
0,0,1,96,2498.03,0.137,0.3,0.516,0.222,1,31434.3,0.392,0,29,15,0
1,32,0,0,5154.44,0.039,0.148,0.203,0.184,0,48751.15,0.466,0,43,30,0
0,0,1,5,3125.87,0.157,0.209,0.585,0.248,1,12784.28,0.343,39,24,1,0
0,0,1,3,1420.86,0.522,0.59,0.48,0.419,2,8022.58,0.394,63,70,50,0
0,0,1,11,2728.51,0.284,0.234,0.308,0.189,1,15954.78,0.291,0,30,10,0
0,0,0,0,868.88,0.194,0.289,0.08,0.07,0,2326.94,0.388,0,43,6,0
0,0,1,18,3288.86,0.255,0.298,0.391,0.155,2,15866.98,0.471,0,84,46,0
0,0,0,0,1381.7,0.403,0.395,0.661,0.293,1,31741.95,0.515,47,58,31,0
1,37,0,0,1877.56,0.02,0.072,0.567,0.236,0,7891.66,0.322,0,49,9,0
0,0,1,3,1648.69,0.611,0.607,0.104,0.041,1,26874.96,0.485,40,54,21,0
0,0,0,0,1545.24,0.781,0.94,0.477,0.36,2,13799.92,0.571,0,71,60,0
0,0,1,45,3116.71,0.064,0.243,0.445,0.21,2,71379.94,0.499,0,35,23,0
0,0,1,43,2043.21,0.329,0.423,0.079,0.039,1,5634.56,0.144,0,61,42,0
0,0,0,0,1261.24,0.318,0.498,0.484,0.263,1,6150.31,0.245,23,77,21,0
0,0,1,25,2890.96,0.251,0.319,0.85,0.297,1,17049.9,0.407,73,56,34,0
0,0,0,0,1561.14,0.838,0.824,0.39,0.326,2,16549.44,0.497,0,48,24,0
0,0,1,49,2477.03,0.291,0.323,0.434,0.235,1,18798.71,0.439,51,27,1,0
0,0,1,12,1849.65,0.308,0.373,0.77,0.353,2,18178.44,0.32,8,34,23,0
1,101,0,0,1488.07,0.044,0.075,0.347,0.106,0,33817.25,0.338,0,82,55,0
0,0,0,0,1701.22,0.236,0.163,0.357,0.183,1,8184.48,0.274,22,54,42,0
1,43,0,0,3319.42,0.155,0.108,0.616,0.253,0,43513.81,0.226,0,38,29,0
0,0,0,0,1747.3,0.602,0.706,0.571,0.373,3,26301.45,0.373,51,46,23,0
1,84,0,0,2028.72,0.135,0.287,0.373,0.216,0,13104.81,0.353,0,57,21,0
0,0,0,0,910.87,0.307,0.379,0.203,0.256,1,6755.39,0.328,0,54,17,0
0,0,0,0,1439.05,0.248,0.21,0.062,0.061,0,26481.17,0.435,0,65,12,1
0,0,1,56,2148.67,0.296,0.321,0.218,0.169,3,56465.69,0.73,0,35,12,0
0,0,0,0,1883.99,0.291,0.36,0.445,0.308,0,20062.46,0.349,0,62,28,0
0,0,0,0,1848.66,0.645,0.731,0.614,0.503,3,27851.84,0.47,0,48,19,0
0,0,1,41,8492.34,0.201,0.278,0.682,0.266,2,120960.8,0.453,20,81,35,0
1,90,0,0,1972.32,0.177,0.211,0.719,0.251,0,5637.21,0.18,0,28,12,0
0,0,0,0,2659.84,0.489,0.507,0.486,0.283,0,16368.04,0.419,49,28,21,0
0,0,1,5,3827.14,0.311,0.348,0.379,0.286,0,20671.11,0.315,12,49,35,0
0,0,0,0,2443.58,0.442,0.542,0.297,0.252,3,17970.15,0.407,0,52,25,0
0,0,1,37,2788.71,0.425,0.436,0.206,0.152,1,21004.28,0.343,0,64,22,0
0,0,1,26,9365.41,0.377,0.424,0.241,0.282,2,64231.57,0.361,0,45,29,0
1,143,0,0,1560.6,0.18,0.261,0.086,0.03,0,12058.18,0.427,0,80,35,0
0,0,1,17,3238.63,0.332,0.358,0.544,0.217,2,23381.58,0.367,0,50,37,0
0,0,1,61,3937.32,0.243,0.52,0.704,0.324,1,9885.52,0.406,0,26,4,0
0,0,0,0,821.29,0.409,0.473,0.304,0.259,1,7743.32,0.325,0,26,1,0
0,0,1,33,1411.93,0.352,0.52,0.526,0.375,1,12817.3,0.259,32,84,73,0
0,0,1,8,4641.87,0.246,0.4,0.592,0.312,1,29922.51,0.372,0,27,8,0
0,0,1,33,3211.22,0.642,0.698,0.586,0.361,1,12969.68,0.309,3,82,14,0
1,33,0,0,1351.33,0.386,0.461,0.473,0.246,0,12637.91,0.391,0,36,24,0
0,0,0,0,3240.14,0.446,0.47,0.544,0.2,0,22710.48,0.406,0,24,1,0
1,22,0,0,2027.65,0.11,0.09,0.474,0.143,1,15096.1,0.404,14,38,35,0
0,0,0,0,2841.91,0.406,0.499,0.213,0.035,2,73230.98,0.467,2,59,6,0
0,0,1,23,5793.01,0.318,0.491,0.649,0.332,1,22686.91,0.408,0,47,20,0
0,0,0,0,1648.09,0.717,0.783,0.513,0.319,2,10574.56,0.442,93,71,28,1
0,0,0,0,800.0,0.621,0.58,0.743,0.562,2,14834.47,0.475,0,59,33,0
0,0,1,17,1768.1,0.26,0.249,0.506,0.191,1,84847.16,0.706,0,45,9,0
0,0,1,20,979.19,0.052,0.131,0.542,0.278,1,5065.5,0.394,0,61,46,0
1,17,0,0,1428.32,0.407,0.368,0.218,0.226,1,7826.41,0.392,0,84,58,1
1,22,0,0,4284.24,0.138,0.165,0.621,0.265,1,53072.25,0.512,19,46,20,0
