beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90,segmento,pd_true
0,0,1,184,6976.11,0.0309,0.0569,0.0625,0.0625,0,29539.65,0.1177,10,54,373.0,0,Servidor,0.0143
1,137,0,0,3073.9,0.059,0.0695,0.3077,0.0847,0,7781.4,0.1472,9,71,460.0,0,INSS,0.022
0,0,1,35,5187.39,0.4124,0.0714,0.4699,0.2219,0,1838.67,0.0381,16,52,98.0,1,CLT,0.1576
0,0,0,0,3002.4,0.2053,0.3031,0.4754,0.3846,1,6703.21,0.1082,41,58,121.0,1,CLT,0.45
0,0,1,32,3630.18,0.2104,0.2209,0.5183,0.3818,0,8469.59,0.0748,37,24,57.0,0,CLT,0.3268
1,251,0,0,2927.03,0.1682,0.1437,0.4383,0.1999,0,557.92,0.0056,22,60,162.0,0,INSS,0.0444
0,0,0,0,1615.74,0.1367,0.5542,0.6875,0.4847,0,1290.28,0.0489,79,28,96.0,0,Informal,0.45
1,199,0,0,2082.6,0.1128,0.0936,0.377,0.0985,1,4013.09,0.1007,11,81,480.0,0,INSS,0.0292
0,0,1,43,3556.09,0.1562,0.1056,0.4205,0.1748,0,4531.66,0.0441,19,49,99.0,0,CLT,0.13
0,0,0,0,4156.62,0.2072,0.0911,0.38,0.2348,1,4423.03,0.1308,17,63,404.0,0,Informal,0.2813
0,0,1,83,4722.5,0.058,0.0605,0.192,0.0,0,12748.91,0.1045,6,54,318.0,0,Servidor,0.0188
0,0,0,0,3765.49,0.4036,0.0,0.5531,0.215,0,8988.71,0.0897,5,55,193.0,0,Informal,0.3198
0,0,1,150,7624.1,0.059,0.0548,0.322,0.0417,0,14780.87,0.0651,10,40,210.0,0,Servidor,0.0188
0,0,0,0,1500.0,0.4128,0.1736,0.363,0.2323,0,0.0,0.0,26,51,87.0,0,CLT,0.3289
0,0,1,38,4048.68,0.1958,0.3918,0.5767,0.3382,1,3646.93,0.0868,58,22,27.0,0,CLT,0.45
0,0,1,75,9644.84,0.0946,0.0178,0.3802,0.0846,0,25726.25,0.3117,0,56,388.0,0,Servidor,0.0201
1,114,0,0,2993.7,0.0721,0.043,0.1831,0.1217,0,7918.3,0.0817,11,63,281.0,1,INSS,0.0257
1,192,0,0,1563.92,0.0827,0.1782,0.3834,0.2467,0,3957.39,0.2015,22,67,312.0,0,INSS,0.0527
0,0,1,43,5719.52,0.1493,0.0,0.2943,0.0524,0,12137.53,0.0761,0,52,250.0,0,CLT,0.0523
1,296,0,0,2903.28,0.0137,0.0342,0.0699,0.0297,0,3191.64,0.0425,5,72,458.0,0,INSS,0.0085
0,0,1,6,10862.89,0.0363,0.0,0.3487,0.0,0,28866.83,0.0903,0,59,274.0,0,Servidor,0.0164
0,0,1,73,10530.98,0.0598,0.0235,0.0662,0.0,0,16320.3,0.0522,0,38,108.0,0,Servidor,0.0127
0,0,1,34,3929.15,0.1682,0.2592,0.6774,0.3212,0,7225.14,0.0675,45,23,52.0,1,CLT,0.366
1,198,0,0,1812.53,0.0391,0.1141,0.2707,0.191,1,2716.35,0.0358,21,63,226.0,0,INSS,0.0428
0,0,1,85,6959.54,0.1464,0.0306,0.3304,0.2988,0,18160.37,0.1325,18,25,29.0,0,CLT,0.1244
1,175,0,0,2917.42,0.1189,0.0013,0.2546,0.0,0,4647.97,0.1062,0,85,480.0,0,INSS,0.0128
0,0,1,87,6174.21,0.189,0.1748,0.4098,0.1803,0,5317.92,0.0747,31,22,31.0,0,CLT,0.1655
0,0,0,0,2968.67,0.2201,0.4802,0.7116,0.4701,1,2769.97,0.0792,75,21,32.0,0,Informal,0.45
1,147,0,0,1495.02,0.1434,0.0579,0.2002,0.1043,1,1545.0,0.0385,11,80,418.0,0,INSS,0.0277
1,203,0,0,2010.08,0.1232,0.0791,0.2718,0.0203,1,723.59,0.018,4,84,221.0,0,INSS,0.0257
0,0,1,30,3197.16,0.3189,0.0119,0.5064,0.1972,0,4765.81,0.0594,2,30,32.0,0,CLT,0.1479
0,0,1,34,2907.84,0.2448,0.0,0.5802,0.1978,0,4209.6,0.0702,11,22,24.0,0,CLT,0.1635
1,237,0,0,3957.4,0.0,0.1137,0.2079,0.1625,1,7274.52,0.0824,20,75,286.0,0,INSS,0.0283
1,228,0,0,3430.73,0.184,0.1418,0.5165,0.3368,0,3481.16,0.076,25,81,480.0,0,INSS,0.0418
0,0,0,0,2656.9,0.2989,0.4728,0.8231,0.4804,1,4339.1,0.0624,74,65,475.0,0,Informal,0.45
0,0,0,0,1343.69,0.5472,0.209,0.7106,0.3266,1,2521.35,0.0805,35,56,237.0,0,Informal,0.45
0,0,0,0,4582.88,0.2008,0.1011,0.4719,0.1994,0,4608.66,0.1584,21,46,281.0,0,CLT,0.1885
0,0,1,21,1713.55,0.1163,0.1435,0.509,0.2324,0,2739.15,0.1423,11,29,106.0,0,CLT,0.1792
0,0,1,110,5091.27,0.0,0.0594,0.2788,0.226,0,12869.81,0.0987,13,49,192.0,0,Servidor,0.0281
1,155,0,0,2278.88,0.0693,0.0367,0.1703,0.0152,0,5809.52,0.0967,4,69,476.0,1,INSS,0.0149
1,152,0,0,1200.0,0.0819,0.1348,0.3747,0.1302,1,1948.35,0.0682,16,69,417.0,0,INSS,0.0418
1,110,0,0,2686.41,0.1966,0.0826,0.5398,0.245,0,6152.01,0.072,12,60,410.0,0,INSS,0.047
0,0,0,0,4742.24,0.2471,0.172,0.4744,0.3069,1,2704.5,0.0523,31,55,392.0,0,CLT,0.2646
1,199,0,0,3210.62,0.1243,0.0553,0.5662,0.2113,0,1814.45,0.0935,12,68,158.0,0,INSS,0.0396
0,0,1,40,3764.04,0.3067,0.2805,0.4306,0.4818,0,1001.89,0.0124,46,27,82.0,0,CLT,0.3723
0,0,0,0,3333.37,0.2473,0.3507,0.7499,0.4167,1,7522.93,0.08,64,26,36.0,1,Informal,0.45
1,34,0,0,2535.34,0.117,0.1404,0.5159,0.1827,0,4046.95,0.0779,26,60,112.0,0,INSS,0.0831
0,0,1,61,6007.02,0.0594,0.0804,0.4085,0.142,0,8893.35,0.066,8,27,71.0,0,CLT,0.0866
0,0,1,25,6038.56,0.2502,0.1191,0.4086,0.2033,0,14444.5,0.0797,20,54,372.0,0,CLT,0.1184
0,0,0,0,3745.82,0.2788,0.366,0.4901,0.442,0,8795.99,0.1989,55,40,150.0,1,Informal,0.45
0,0,0,0,4162.57,0.4066,0.4056,0.6999,0.4181,1,6758.17,0.0923,63,33,138.0,1,Informal,0.45
0,0,0,0,3166.65,0.3484,0.4248,0.7073,0.4865,1,2683.83,0.0685,69,59,242.0,0,Informal,0.45
0,0,1,22,3881.16,0.2583,0.0712,0.273,0.0,0,2844.11,0.0282,7,47,292.0,0,CLT,0.0718
0,0,0,0,2684.33,0.3512,0.0,0.4334,0.0625,0,94.41,0.0018,9,51,266.0,0,Informal,0.2214
1,205,0,0,1948.13,0.1142,0.1397,0.3226,0.1429,0,3098.55,0.066,11,78,286.0,0,INSS,0.0305
1,153,0,0,3382.64,0.1251,0.0936,0.4544,0.1002,0,5089.62,0.0634,11,64,188.0,0,INSS,0.0366
0,0,1,9,1500.0,0.0793,0.103,0.4509,0.0933,1,923.42,0.0457,15,41,198.0,0,CLT,0.1431
0,0,1,23,1516.13,0.1835,0.1188,0.4023,0.2123,0,3548.98,0.1792,23,37,106.0,1,CLT,0.2001
0,0,1,161,7489.3,0.0547,0.0376,0.278,0.0845,0,5884.81,0.0235,6,54,216.0,0,Servidor,0.0133
0,0,1,16,1500.0,0.1141,0.2577,0.3173,0.2444,0,2387.33,0.0609,35,35,171.0,0,CLT,0.2235
0,0,0,0,1807.61,0.0328,0.0,0.2288,0.0,0,2156.61,0.0467,0,31,117.0,1,CLT,0.0859
0,0,0,0,1588.34,0.3801,0.0906,0.4132,0.1267,0,0.0,0.0,8,54,277.0,0,Informal,0.2839
0,0,1,79,3852.63,0.3866,0.0488,0.5021,0.1762,0,8087.84,0.1341,16,52,241.0,0,CLT,0.1444
0,0,1,2,4317.21,0.2482,0.077,0.386,0.0309,0,6207.97,0.0859,1,49,293.0,0,CLT,0.0829
0,0,1,69,3055.76,0.1315,0.1324,0.3662,0.134,0,10967.03,0.1093,23,34,167.0,0,CLT,0.1404
0,0,0,0,2981.2,0.1172,0.1496,0.3134,0.1819,1,5794.65,0.2228,26,52,332.0,1,CLT,0.2283
0,0,1,69,4002.83,0.1589,0.0664,0.2617,0.1428,0,8411.46,0.0837,15,58,392.0,0,CLT,0.0679
1,208,0,0,1894.99,0.0354,0.0665,0.2542,0.1069,0,1676.3,0.0327,7,62,281.0,0,INSS,0.0201
0,0,1,16,6846.5,0.1547,0.2006,0.4934,0.2725,3,14681.47,0.2363,28,40,128.0,0,CLT,0.3749
0,0,1,121,3553.15,0.0303,0.1558,0.5649,0.1475,0,3598.12,0.0306,22,49,157.0,0,Servidor,0.0459
1,266,0,0,3630.24,0.1684,0.0615,0.269,0.0248,0,10498.03,0.4796,0,77,427.0,0,INSS,0.0214
0,0,0,0,800.0,0.071,0.1934,0.2425,0.0966,1,0.0,0.0,28,34,96.0,0,Informal,0.3802
0,0,1,82,4350.84,0.1477,0.0539,0.4635,0.102,0,13809.64,0.2467,8,22,23.0,0,CLT,0.1338
0,0,1,90,4847.46,0.0286,0.1733,0.31,0.1849,0,14547.69,0.1209,26,51,162.0,0,CLT,0.1154
0,0,1,81,3484.73,0.1774,0.1377,0.3792,0.1796,0,6341.12,0.075,20,36,127.0,0,CLT,0.1377
1,38,0,0,2145.85,0.1578,0.0,0.3469,0.0212,0,4110.07,0.1481,0,76,268.0,0,INSS,0.0287
0,0,1,228,11856.96,0.0192,0.0844,0.2256,0.0115,0,34454.8,0.0832,4,63,317.0,0,Servidor,0.0098
0,0,0,0,2017.49,0.2418,0.2062,0.6118,0.246,0,1557.44,0.0268,34,53,366.0,1,Informal,0.4296
1,90,0,0,2547.19,0.1557,0.0518,0.3243,0.084,0,8364.84,0.1755,3,59,267.0,0,INSS,0.0355
0,0,1,152,6063.72,0.0621,0.0914,0.3526,0.1985,0,12664.61,0.0488,12,38,63.0,0,Servidor,0.0328
0,0,0,0,4104.55,0.4206,0.0,0.4119,0.0668,0,0.0,0.0,7,53,372.0,0,Informal,0.1909
1,149,0,0,2410.52,0.1288,0.0565,0.2726,0.0471,0,0.0,0.0,0,70,315.0,0,INSS,0.0186
1,335,0,0,2636.89,0.1152,0.0269,0.2174,0.0102,0,8365.95,0.0895,0,82,317.0,0,INSS,0.0124
1,165,0,0,2194.87,0.0342,0.164,0.3249,0.1411,1,5498.66,0.0584,20,82,364.0,0,INSS,0.0402
1,327,0,0,1949.83,0.1315,0.0,0.2544,0.0471,0,0.0,0.0,0,73,442.0,0,INSS,0.0102
1,221,0,0,2040.97,0.108,0.0617,0.3813,0.177,0,2713.68,0.1573,12,70,343.0,0,INSS,0.0286
1,226,0,0,2630.24,0.0453,0.0,0.2103,0.0,0,1183.78,0.015,0,85,326.0,0,INSS,0.0106
1,167,0,0,3200.33,0.0957,0.1001,0.178,0.0,0,0.0,0.0,5,67,441.0,0,INSS,0.0143
0,0,1,1,3601.04,0.1725,0.0984,0.3085,0.1033,0,10468.94,0.5249,9,31,69.0,1,CLT,0.1834
0,0,1,30,5072.8,0.3061,0.2526,0.716,0.325,0,6564.31,0.0661,44,24,58.0,0,CLT,0.3964
0,0,1,59,6323.11,0.0543,0.156,0.2661,0.2321,0,4460.51,0.0328,25,40,92.0,0,CLT,0.1016
0,0,1,82,1500.0,0.1021,0.0,0.2992,0.0072,0,0.0,0.0,4,48,293.0,0,CLT,0.0473
0,0,1,70,2555.71,0.2313,0.3195,0.6349,0.3497,0,6349.0,0.1874,50,43,148.0,1,CLT,0.4167
0,0,1,33,3764.98,0.0207,0.0639,0.3891,0.0004,0,9589.5,0.4372,5,24,15.0,0,CLT,0.1194
0,0,1,86,4653.71,0.2331,0.0321,0.3496,0.1374,0,13250.03,0.0915,6,38,133.0,0,CLT,0.095
0,0,1,39,3720.85,0.4103,0.0897,0.5633,0.3604,0,5922.43,0.0708,24,34,165.0,0,CLT,0.2515
0,0,0,0,3711.29,0.3651,0.4502,0.721,0.5539,1,4672.72,0.0945,68,67,462.0,0,Informal,0.45
0,0,1,63,2215.78,0.0699,0.0724,0.1708,0.1124,0,1224.61,0.0217,9,34,119.0,0,CLT,0.073
0,0,0,0,3688.18,0.2649,0.1063,0.207,0.0929,1,1411.76,0.0199,20,40,85.0,1,Informal,0.3269
0,0,1,37,3479.32,0.2125,0.0,0.3582,0.0,0,10604.61,0.1144,2,40,144.0,0,CLT,0.0846
0,0,1,5,5756.47,0.0,0.025,0.1057,0.0,1,1472.13,0.015,0,44,175.0,0,CLT,0.0443
0,0,0,0,3168.15,0.0542,0.0085,0.0,0.0,0,4382.98,0.1103,0,44,180.0,0,CLT,0.0644
0,0,0,0,1174.59,0.2519,0.1627,0.3454,0.3628,0,0.0,0.0,40,53,369.0,1,Informal,0.4069
0,0,0,0,4557.64,0.2167,0.0273,0.3459,0.0468,0,10892.77,0.0972,5,39,179.0,0,CLT,0.1273
1,214,0,0,2220.56,0.034,0.0046,0.3234,0.1103,0,1723.15,0.0225,4,58,339.0,0,INSS,0.0164
0,0,1,32,5018.27,0.0772,0.1365,0.3491,0.1266,0,14161.63,0.2151,23,55,102.0,1,CLT,0.1368
1,203,0,0,1806.18,0.0726,0.2577,0.4146,0.1931,1,4103.66,0.0659,35,76,480.0,0,INSS,0.0617
0,0,1,27,3946.76,0.1674,0.0831,0.2735,0.0476,0,0.0,0.0,7,25,20.0,0,CLT,0.0913
0,0,0,0,2754.21,0.3404,0.2344,0.4117,0.3087,0,318.33,0.0057,42,26,74.0,0,Informal,0.45
0,0,1,34,3603.72,0.3071,0.2285,0.5473,0.3475,2,8849.94,0.1467,32,40,156.0,0,CLT,0.4373
0,0,1,71,4640.03,0.1141,0.3227,0.4577,0.308,0,3290.03,0.0308,47,21,21.0,1,CLT,0.2907
0,0,1,58,1500.0,0.1375,0.4697,0.5728,0.3715,0,3305.93,0.1888,78,44,95.0,1,CLT,0.45
0,0,0,0,800.0,0.05,0.0,0.3878,0.05,0,8432.3,0.6658,0,58,120.0,0,Informal,0.2868
1,194,0,0,2013.19,0.0373,0.1418,0.2973,0.1023,0,6754.19,0.1417,11,80,307.0,0,INSS,0.0282
0,0,1,39,2806.27,0.2653,0.1156,0.4911,0.0735,0,4058.01,0.0552,15,49,76.0,1,CLT,0.1533
1,187,0,0,2140.23,0.2025,0.0222,0.3002,0.1187,0,6668.81,0.1626,1,63,263.0,0,INSS,0.0289
1,94,0,0,1200.0,0.0714,0.0111,0.2126,0.0109,0,2130.67,0.0798,1,84,480.0,0,INSS,0.0151
0,0,0,0,3057.44,0.4225,0.4553,0.8065,0.6118,0,4251.94,0.057,73,24,53.0,1,Informal,0.45
1,152,0,0,3219.58,0.1675,0.0982,0.3807,0.2695,0,8710.82,0.2451,9,84,480.0,0,INSS,0.0354
0,0,1,170,8263.86,0.0,0.0772,0.2823,0.0484,1,12130.75,0.0736,8,23,19.0,0,Servidor,0.0254
0,0,0,0,3435.09,0.0267,0.3469,0.5954,0.4322,1,1691.59,0.0156,65,27,78.0,0,CLT,0.45
1,204,0,0,2965.72,0.066,0.0,0.2893,0.0885,0,4975.25,0.0819,1,81,480.0,0,INSS,0.0127
0,0,1,2,5707.78,0.3356,0.0,0.336,0.0613,0,1690.35,0.0287,7,57,189.0,0,CLT,0.0768
0,0,0,0,800.0,0.3063,0.0,0.4862,0.2269,0,2035.79,0.1081,6,29,90.0,0,Informal,0.3616
1,175,0,0,2197.47,0.076,0.0569,0.3516,0.1054,0,2180.29,0.0635,8,73,272.0,0,INSS,0.0243
0,0,0,0,2409.58,0.5519,0.2954,0.6038,0.4609,0,77.96,0.0013,48,39,126.0,1,Informal,0.45
0,0,1,41,5770.0,0.3035,0.3298,0.5466,0.3768,0,14073.15,0.0683,54,54,302.0,0,CLT,0.3548
0,0,1,57,5621.69,0.059,0.0,0.2668,0.0491,1,13674.09,0.1325,0,41,57.0,0,CLT,0.076
0,0,1,60,1500.0,0.2125,0.1602,0.4544,0.2249,2,3608.57,0.1868,23,39,176.0,1,CLT,0.2964
0,0,0,0,5598.51,0.1938,0.3579,0.7883,0.4177,1,15931.72,0.0923,59,43,164.0,0,CLT,0.45
0,0,0,0,5628.18,0.2952,0.2286,0.4625,0.1497,0,17493.51,0.1228,42,40,122.0,0,CLT,0.3782
0,0,1,61,6661.24,0.2723,0.1462,0.4259,0.0367,0,5155.01,0.0437,24,33,123.0,0,CLT,0.1245
1,110,0,0,2235.03,0.1297,0.0488,0.4204,0.2007,0,3428.52,0.1077,11,75,233.0,0,INSS,0.0397
0,0,0,0,1035.91,0.2448,0.2747,0.4868,0.3886,0,0.0,0.0,55,26,33.0,0,Informal,0.45
0,0,1,30,2654.92,0.1352,0.0,0.1895,0.1261,0,5136.34,0.0797,8,35,85.0,0,CLT,0.0851
1,220,0,0,2300.78,0.1021,0.0411,0.2439,0.1165,1,4377.48,0.0989,3,72,292.0,0,INSS,0.0252
1,137,0,0,2513.83,0.1641,0.0353,0.2373,0.0305,0,3485.58,0.0689,7,59,163.0,0,INSS,0.0281
0,0,1,215,11337.51,0.0558,0.1118,0.23,0.1523,0,23106.02,0.0614,14,45,267.0,0,Servidor,0.0152
1,189,0,0,2266.9,0.0414,0.0027,0.1168,0.0509,0,4168.53,0.0829,0,84,285.0,0,INSS,0.0132
1,191,0,0,2893.91,0.1267,0.0,0.2017,0.1286,1,0.0,0.0,7,76,480.0,0,INSS,0.0171
0,0,1,34,4437.38,0.1296,0.0846,0.4458,0.1912,0,1141.85,0.0274,25,36,149.0,0,CLT,0.1216
1,224,0,0,2939.02,0.0521,0.0977,0.3445,0.1469,0,1648.22,0.0179,17,64,262.0,0,INSS,0.0258
0,0,1,192,6753.52,0.0283,0.0389,0.2743,0.1521,1,11508.51,0.336,12,62,473.0,0,Servidor,0.0193
1,231,0,0,1885.18,0.1012,0.0,0.4451,0.0601,0,6687.72,0.1788,0,78,480.0,0,INSS,0.0173
0,0,1,43,3695.79,0.0,0.0705,0.3215,0.0385,0,7298.58,0.0842,11,40,206.0,0,CLT,0.0682
0,0,0,0,1216.28,0.5532,0.2703,0.601,0.3628,0,1033.56,0.0305,46,30,49.0,1,Informal,0.45
0,0,1,46,5382.6,0.0543,0.252,0.3549,0.3048,1,0.0,0.0,39,43,243.0,0,CLT,0.1771
0,0,1,73,4509.06,0.1561,0.0983,0.529,0.1063,0,2742.38,0.0152,16,22,29.0,0,Servidor,0.0549
0,0,1,176,3809.36,0.1053,0.0491,0.218,0.0297,0,7177.49,0.0712,2,35,175.0,0,Servidor,0.0192
0,0,1,14,1999.26,0.2068,0.0843,0.2835,0.0959,0,6808.66,0.0989,16,45,70.0,0,CLT,0.1425
0,0,1,6,7887.55,0.154,0.0071,0.4836,0.1361,0,3205.43,0.016,7,58,143.0,0,Servidor,0.0276
0,0,1,9,4115.83,0.0499,0.0819,0.1514,0.0817,0,10254.83,0.0939,8,57,271.0,0,CLT,0.0623
1,22,0,0,1763.56,0.1048,0.0421,0.328,0.1297,0,0.0,0.0,4,63,184.0,0,INSS,0.0343
0,0,0,0,2572.3,0.3417,0.1219,0.3758,0.2791,1,4151.24,0.0446,27,23,18.0,1,Informal,0.45
0,0,1,45,4054.8,0.2637,0.0541,0.232,0.0,0,10595.65,0.1768,1,26,73.0,0,CLT,0.1007
1,126,0,0,2072.24,0.121,0.2216,0.3729,0.151,1,1300.9,0.0262,31,80,480.0,0,INSS,0.0559
1,165,0,0,2369.41,0.1627,0.0477,0.309,0.2465,2,3741.06,0.0427,11,58,107.0,0,INSS,0.0663
0,0,0,0,4757.28,0.2209,0.2254,0.4501,0.1816,0,11679.45,0.1701,22,26,63.0,0,CLT,0.3213
1,166,0,0,2960.51,0.1532,0.0621,0.4866,0.1099,1,2475.15,0.0623,8,63,480.0,0,INSS,0.0315
0,0,1,11,4235.63,0.0053,0.0,0.1529,0.0357,0,0.0,0.0,6,55,97.0,0,CLT,0.0444
0,0,1,195,6555.89,0.1747,0.0485,0.1863,0.1595,0,364.81,0.0011,10,40,112.0,0,Servidor,0.0186
0,0,1,14,5725.6,0.1948,0.2158,0.5037,0.2868,0,3010.68,0.0178,36,53,214.0,0,CLT,0.1897
0,0,0,0,5962.52,0.325,0.4995,0.6272,0.6224,0,6396.67,0.0772,83,50,181.0,1,Informal,0.45
0,0,1,50,4013.2,0.0658,0.0,0.3271,0.0778,0,8289.35,0.0453,8,59,285.0,0,Servidor,0.0222
0,0,0,0,3126.79,0.1399,0.2189,0.3314,0.3237,0,7936.08,0.0697,42,32,60.0,1,CLT,0.358
0,0,1,28,2984.15,0.2726,0.1132,0.4615,0.2264,0,1874.44,0.1011,18,32,98.0,0,CLT,0.1894
1,132,0,0,3923.09,0.1356,0.0,0.1661,0.0787,0,642.5,0.0045,0,61,285.0,0,INSS,0.0157
0,0,1,49,3411.54,0.1478,0.2672,0.6269,0.4125,0,0.0,0.0,49,23,27.0,0,CLT,0.3571
0,0,0,0,2013.11,0.2104,0.1766,0.6135,0.3068,1,1740.3,0.0299,22,24,33.0,0,CLT,0.4168
0,0,1,52,1500.0,0.0868,0.0784,0.2993,0.1168,0,947.48,0.0356,5,32,36.0,0,CLT,0.0968
0,0,1,77,6736.23,0.1748,0.2126,0.4873,0.302,0,0.0,0.0,23,35,51.0,0,CLT,0.1523
0,0,1,12,4140.12,0.1176,0.0,0.3259,0.0684,0,13046.59,0.0949,2,59,200.0,0,CLT,0.0689
0,0,1,42,2839.3,0.2618,0.0881,0.4648,0.2463,0,2940.36,0.059,11,52,176.0,0,CLT,0.1391
1,298,0,0,2222.51,0.0881,0.0744,0.3915,0.1952,0,2229.15,0.0246,5,64,163.0,0,INSS,0.0251
0,0,0,0,2245.32,0.3401,0.0681,0.3089,0.114,0,1532.46,0.0287,4,31,60.0,0,Informal,0.2972
0,0,0,0,4087.5,0.4874,0.2583,0.6773,0.4176,0,6580.21,0.0602,42,58,332.0,1,Informal,0.45
0,0,1,54,1773.68,0.1892,0.2078,0.4863,0.2787,0,2418.91,0.0467,24,56,155.0,0,CLT,0.1993
1,162,0,0,3174.23,0.1623,0.0875,0.4027,0.1333,0,3007.09,0.0189,16,74,349.0,0,INSS,0.0302
0,0,0,0,4377.87,0.4665,0.5144,0.779,0.5772,5,5299.62,0.0699,72,49,75.0,0,Informal,0.45
0,0,1,41,3029.45,0.2386,0.3283,0.6633,0.3404,1,2523.14,0.0321,55,40,167.0,0,CLT,0.45
1,244,0,0,3059.84,0.0548,0.0471,0.307,0.1269,0,9704.52,0.1229,0,81,406.0,0,INSS,0.016
0,0,1,74,6201.79,0.3214,0.0,0.3171,0.0083,0,4423.07,0.0828,9,29,48.0,0,CLT,0.0828
0,0,1,18,3374.73,0.1918,0.0535,0.3717,0.1697,0,8420.22,0.1181,13,56,214.0,0,CLT,0.1131
1,204,0,0,3595.2,0.0334,0.0294,0.1892,0.1557,1,8131.21,0.0833,11,68,139.0,0,INSS,0.0291
1,218,0,0,3066.98,0.1909,0.0782,0.3359,0.0615,0,6526.7,0.101,1,63,298.0,0,INSS,0.0246
1,216,0,0,2415.37,0.0263,0.0,0.0997,0.0763,0,4908.27,0.0733,0,60,118.0,0,INSS,0.0164
0,0,1,58,5130.27,0.1244,0.1733,0.4758,0.0901,0,19156.45,0.1532,19,32,98.0,0,CLT,0.1643
1,12,0,0,3524.34,0.0702,0.0106,0.2995,0.2179,0,10.09,0.0001,8,79,365.0,0,INSS,0.0234
1,197,0,0,2690.9,0.1668,0.0826,0.3969,0.0854,0,8760.56,0.1274,6,60,130.0,0,INSS,0.0389
1,165,0,0,2088.61,0.0491,0.0,0.3953,0.0,0,0.0,0.0,2,63,431.0,0,INSS,0.0143
0,0,1,64,4747.18,0.2296,0.2546,0.4964,0.3473,1,12907.26,0.165,38,43,150.0,0,CLT,0.3489
1,124,0,0,2695.55,0.1117,0.1359,0.3714,0.1843,0,4891.22,0.0695,21,63,267.0,0,INSS,0.0467
1,200,0,0,3913.94,0.123,0.0832,0.2494,0.1627,0,16426.3,0.1313,6,79,284.0,0,INSS,0.0272
0,0,0,0,4796.96,0.3816,0.347,0.7917,0.2786,1,3594.2,0.0239,45,37,76.0,1,Informal,0.45
0,0,1,38,1500.0,0.2301,0.099,0.4454,0.1664,0,4075.52,0.1295,21,21,23.0,0,CLT,0.2139
1,133,0,0,2132.21,0.1144,0.0,0.1665,0.0,0,4190.54,0.0765,0,61,222.0,0,INSS,0.0194
0,0,0,0,5147.87,0.4699,0.3266,0.7657,0.4054,0,6438.82,0.0783,51,29,51.0,0,Informal,0.45
0,0,1,106,4053.58,0.0511,0.0171,0.388,0.0,0,6129.65,0.0476,0,64,138.0,0,Servidor,0.0191
1,163,0,0,1541.28,0.0184,0.0953,0.2549,0.1198,0,7019.83,0.1236,14,67,371.0,0,INSS,0.0271
0,0,1,111,4534.74,0.2713,0.1676,0.3302,0.2313,0,15664.31,0.2136,34,40,63.0,1,CLT,0.2254
0,0,1,49,3206.04,0.2848,0.0278,0.32,0.2292,0,4342.47,0.0481,12,52,355.0,1,CLT,0.0908
0,0,1,1,3702.63,0.0907,0.0729,0.405,0.0832,1,5310.98,0.0539,12,31,93.0,0,CLT,0.1357
0,0,0,0,3691.89,0.3933,0.0,0.2238,0.0307,0,3104.4,0.0758,2,64,166.0,0,Informal,0.1931
0,0,1,78,7252.61,0.0254,0.0292,0.2751,0.1175,0,10720.55,0.1272,0,53,130.0,0,Servidor,0.0194
0,0,1,31,4070.8,0.3633,0.0049,0.3996,0.0378,0,7739.43,0.0419,9,52,135.0,0,CLT,0.107
1,181,0,0,2664.84,0.2287,0.0,0.2364,0.1873,0,6002.92,0.1071,13,80,480.0,0,INSS,0.0231
0,0,1,75,7148.19,0.2645,0.348,0.6234,0.3475,0,27335.9,0.4827,51,58,383.0,0,CLT,0.4102
0,0,1,16,1728.24,0.2617,0.0786,0.3866,0.1886,0,0.0,0.0,21,46,144.0,0,CLT,0.1529
0,0,1,72,6175.07,0.124,0.0,0.2506,0.0419,0,9120.57,0.0586,0,35,94.0,0,Servidor,0.0218
1,179,0,0,2634.58,0.0391,0.1364,0.2956,0.2349,1,8459.36,0.1167,9,62,364.0,0,INSS,0.0392
0,0,1,56,6734.01,0.104,0.0934,0.5883,0.1888,0,6132.55,0.0874,14,39,109.0,1,Servidor,0.0472
1,167,0,0,2386.94,0.1374,0.0,0.3667,0.0247,0,2527.75,0.0466,0,84,443.0,0,INSS,0.0153
0,0,0,0,2972.79,0.0527,0.0,0.2407,0.1695,0,2460.01,0.0296,8,58,187.0,0,CLT,0.0902
1,198,0,0,2060.09,0.0732,0.0316,0.3289,0.0543,0,417.84,0.0055,6,83,467.0,0,INSS,0.0141
1,122,0,0,2852.89,0.0714,0.011,0.21,0.0,0,3892.6,0.0751,0,80,225.0,0,INSS,0.0171
0,0,1,8,3100.55,0.2425,0.2403,0.4609,0.2303,1,9765.28,0.1408,35,26,63.0,0,CLT,0.3857
0,0,0,0,3126.76,0.1697,0.1955,0.4437,0.3674,0,768.49,0.0062,27,31,138.0,0,CLT,0.287
1,156,0,0,3265.88,0.1351,0.0277,0.3699,0.0923,1,10752.05,0.1098,0,77,234.0,0,INSS,0.0331
0,0,0,0,3973.06,0.4518,0.342,0.8681,0.4499,0,11552.9,0.0951,54,40,61.0,0,Informal,0.45
