contract_id;offer;instrument;creditor_type;creditor_id;ccb_number;status;principal_amount;rate;term_months;schedule_policy;disbursement_policy;signature_bundle_id;document_links;debt_key;requester_identifier_key;signed_at;activated_at;closed_at;idempotency_key;external_reference;trace_id;created_at;updated_at
8f6f1cf9-fc79-4ae9-8407-822021e4cee0;e3793ca2-aaf5-4e33-b0ea-ea385709dddd;ccb;investor;a3f55254-7a3d-49a8-8769-bdd928abb59d;CCB-91866557;active;26823.00;0.015586;20;PRICE;pix_same_day;SIGN-8f6f1cf9;"{""ccb_pdf"": ""http://files.example/8f6f1cf9-fc79-4ae9-8407-822021e4cee0.pdf""}";DEBT-8f6f1cf9;REQ-8f6f1cf9;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-8f6f1cf9;EXT-8f6f1cf9;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c019cfe7-9172-46fc-852a-278497ee40eb;e5e8670f-069f-477e-a441-10a4f98ed88d;ccb;investor;befa6b42-01a4-44a9-a0a3-e21c285fd67a;CCB-40058745;active;28275.00;0.043596;10;PRICE;pix_same_day;SIGN-c019cfe7;"{""ccb_pdf"": ""http://files.example/c019cfe7-9172-46fc-852a-278497ee40eb.pdf""}";DEBT-c019cfe7;REQ-c019cfe7;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-c019cfe7;EXT-c019cfe7;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e72cb494-ae79-41ce-8e32-659dddda8915;fe32c4fb-3463-4ecc-b853-74860f7307d2;ccb;investor;6f8a44a5-5f14-4020-891b-9b8527719d7c;CCB-83923584;active;25310.00;0.022621;9;PRICE;pix_same_day;SIGN-e72cb494;"{""ccb_pdf"": ""http://files.example/e72cb494-ae79-41ce-8e32-659dddda8915.pdf""}";DEBT-e72cb494;REQ-e72cb494;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-e72cb494;EXT-e72cb494;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ced5514d-48b1-467d-ab79-0d77c0aae0ab;353c0fdd-e5aa-42da-bd7e-8e3d7405c81a;ccb;investor;ebe41048-c5c6-4c7a-a1d0-0680df41e9a7;CCB-54657693;active;14310.00;0.044390;10;PRICE;pix_same_day;SIGN-ced5514d;"{""ccb_pdf"": ""http://files.example/ced5514d-48b1-467d-ab79-0d77c0aae0ab.pdf""}";DEBT-ced5514d;REQ-ced5514d;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-ced5514d;EXT-ced5514d;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c6f5281d-e59c-49c4-9a59-5eacba8aebd3;c8fc6fd2-d8db-4cee-9f8b-1ff82e85755d;ccb;investor;83caf25d-cbd7-4bba-95ce-f0d7108f770b;CCB-82761516;active;22059.00;0.020536;16;PRICE;pix_same_day;SIGN-c6f5281d;"{""ccb_pdf"": ""http://files.example/c6f5281d-e59c-49c4-9a59-5eacba8aebd3.pdf""}";DEBT-c6f5281d;REQ-c6f5281d;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-c6f5281d;EXT-c6f5281d;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
fd3f5663-8e56-43ef-85ea-26452948aaaf;71edcfb1-810b-403d-8b5b-034546fbd498;ccb;investor;689bb50d-1d0e-4826-abb0-bca553936ee7;CCB-84718705;active;19110.00;0.017146;20;PRICE;pix_same_day;SIGN-fd3f5663;"{""ccb_pdf"": ""http://files.example/fd3f5663-8e56-43ef-85ea-26452948aaaf.pdf""}";DEBT-fd3f5663;REQ-fd3f5663;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-fd3f5663;EXT-fd3f5663;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a3bd6945-9129-4d0d-a120-7e326ab0ea50;0c540608-63ef-4ddb-adf1-dbd6b52217f2;ccb;investor;eb3918b1-0e42-413c-b96b-d522c9c852cd;CCB-11087148;active;26963.00;0.041903;14;PRICE;pix_same_day;SIGN-a3bd6945;"{""ccb_pdf"": ""http://files.example/a3bd6945-9129-4d0d-a120-7e326ab0ea50.pdf""}";DEBT-a3bd6945;REQ-a3bd6945;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-a3bd6945;EXT-a3bd6945;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
899ddfef-3dca-4c7e-9a53-e122e7c100b9;2c5e71b2-abe8-475b-9be7-fbfbba2e733d;ccb;investor;637cc4ec-a884-49a4-954c-bc82a59ec106;CCB-86098472;active;16720.00;0.040906;14;PRICE;pix_same_day;SIGN-899ddfef;"{""ccb_pdf"": ""http://files.example/899ddfef-3dca-4c7e-9a53-e122e7c100b9.pdf""}";DEBT-899ddfef;REQ-899ddfef;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-899ddfef;EXT-899ddfef;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
fb89b6c2-f5cb-4308-be02-851c8d8f3df8;4353d3fd-97ee-4a3a-bee1-0fef1951b1c6;ccb;investor;309fa99e-0506-4f6c-b7e6-2e05196c4de2;CCB-86530954;active;15495.00;0.016397;10;PRICE;pix_same_day;SIGN-fb89b6c2;"{""ccb_pdf"": ""http://files.example/fb89b6c2-f5cb-4308-be02-851c8d8f3df8.pdf""}";DEBT-fb89b6c2;REQ-fb89b6c2;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-fb89b6c2;EXT-fb89b6c2;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c3ac38e1-0039-4486-8f8f-4db3188689e8;763ab138-8474-482e-98c2-38246796bc47;ccb;investor;863e7858-e778-434b-b13f-bacb6843904d;CCB-28128594;active;23059.00;0.043843;23;PRICE;pix_same_day;SIGN-c3ac38e1;"{""ccb_pdf"": ""http://files.example/c3ac38e1-0039-4486-8f8f-4db3188689e8.pdf""}";DEBT-c3ac38e1;REQ-c3ac38e1;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-c3ac38e1;EXT-c3ac38e1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
20782e71-f4c4-4d3e-b9ec-1609f157d495;d5b648bb-f99a-4df6-8412-ca5468cceb56;ccb;investor;d6971f9b-cb70-4f10-b9a5-a7cc171f223d;CCB-16723255;active;13026.00;0.030552;7;PRICE;pix_same_day;SIGN-20782e71;"{""ccb_pdf"": ""http://files.example/20782e71-f4c4-4d3e-b9ec-1609f157d495.pdf""}";DEBT-20782e71;REQ-20782e71;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-20782e71;EXT-20782e71;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d915e676-75eb-4c06-8d9c-752cd890fc5e;c2f93b14-fe3a-4ea9-96d7-8f6b5ebe44c7;ccb;investor;e46d2284-b762-4c2a-ad8f-8b8eec4ba5f3;CCB-30577877;active;15578.00;0.018712;21;PRICE;pix_same_day;SIGN-d915e676;"{""ccb_pdf"": ""http://files.example/d915e676-75eb-4c06-8d9c-752cd890fc5e.pdf""}";DEBT-d915e676;REQ-d915e676;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-d915e676;EXT-d915e676;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
61c024fd-bc9b-4a26-b332-b7ef33e0d1c5;5145fc4d-f1e8-4502-9ce6-a92395f42a6b;ccb;investor;52b40d08-f6d6-4e21-a43b-59a45036e4c5;CCB-17706650;active;24667.00;0.022274;16;PRICE;pix_same_day;SIGN-61c024fd;"{""ccb_pdf"": ""http://files.example/61c024fd-bc9b-4a26-b332-b7ef33e0d1c5.pdf""}";DEBT-61c024fd;REQ-61c024fd;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-61c024fd;EXT-61c024fd;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3117aa04-74fb-45bc-8ff1-132dba39f9d7;856b9830-378f-415b-8dce-12813b0a3b14;ccb;investor;e01f2a5f-f4c7-4669-8f28-e67817897799;CCB-71506502;active;28672.00;0.044520;17;PRICE;pix_same_day;SIGN-3117aa04;"{""ccb_pdf"": ""http://files.example/3117aa04-74fb-45bc-8ff1-132dba39f9d7.pdf""}";DEBT-3117aa04;REQ-3117aa04;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-3117aa04;EXT-3117aa04;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b596028e-34e8-43d2-b623-101240f69ea9;b3260338-68a7-4ed4-a4d5-59f10f3b6c45;ccb;investor;ebea5a50-425d-4539-b1f1-a91c6d30ef93;CCB-70262794;active;21510.00;0.044608;24;PRICE;pix_same_day;SIGN-b596028e;"{""ccb_pdf"": ""http://files.example/b596028e-34e8-43d2-b623-101240f69ea9.pdf""}";DEBT-b596028e;REQ-b596028e;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-b596028e;EXT-b596028e;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3d656d8d-3b22-4689-9246-650750c74760;2b430ecf-60d3-4ea3-8169-4904f50f0833;ccb;investor;8d957df2-7b6e-4374-88bf-334d907f1ede;CCB-56104069;active;9919.00;0.044801;7;PRICE;pix_same_day;SIGN-3d656d8d;"{""ccb_pdf"": ""http://files.example/3d656d8d-3b22-4689-9246-650750c74760.pdf""}";DEBT-3d656d8d;REQ-3d656d8d;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-3d656d8d;EXT-3d656d8d;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
856ca7d7-c801-4add-8152-7a7a2a6eafbe;11779e8f-06c2-49b0-927e-f2d672b3f197;ccb;investor;496acd03-d1d5-4163-8f8a-2b2b2b5abf3f;CCB-27395085;active;12189.00;0.036727;14;PRICE;pix_same_day;SIGN-856ca7d7;"{""ccb_pdf"": ""http://files.example/856ca7d7-c801-4add-8152-7a7a2a6eafbe.pdf""}";DEBT-856ca7d7;REQ-856ca7d7;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-856ca7d7;EXT-856ca7d7;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
55342901-7f00-42d7-9a30-666032f8dc0d;74bc6b85-cff0-45c3-9c40-c7e35b125eca;ccb;investor;85576d45-29bc-401f-94d8-a63b11daa3db;CCB-41866342;active;2394.00;0.043045;23;PRICE;pix_same_day;SIGN-55342901;"{""ccb_pdf"": ""http://files.example/55342901-7f00-42d7-9a30-666032f8dc0d.pdf""}";DEBT-55342901;REQ-55342901;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-55342901;EXT-55342901;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a5555e54-e0f1-4ce4-bf8d-8135ac5d9f79;8be7f91f-9f70-4f70-bfc1-83958109a465;ccb;investor;83df5b51-1185-440b-8822-1535c584948c;CCB-72840732;active;4584.00;0.037942;24;PRICE;pix_same_day;SIGN-a5555e54;"{""ccb_pdf"": ""http://files.example/a5555e54-e0f1-4ce4-bf8d-8135ac5d9f79.pdf""}";DEBT-a5555e54;REQ-a5555e54;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-a5555e54;EXT-a5555e54;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
12664fcf-4c77-49be-939f-4acd7a51c2ed;15afde45-ef89-407b-9f0d-03564d2d13f1;ccb;investor;291b835d-64d9-4568-a68d-e905f57968aa;CCB-94564998;active;24313.00;0.043904;11;PRICE;pix_same_day;SIGN-12664fcf;"{""ccb_pdf"": ""http://files.example/12664fcf-4c77-49be-939f-4acd7a51c2ed.pdf""}";DEBT-12664fcf;REQ-12664fcf;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-12664fcf;EXT-12664fcf;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a52b0828-4e1e-459c-91cc-2d5757d557f1;611e4229-3d28-467a-b60c-59bd2d23738e;ccb;investor;b1fc5aa0-e563-43ea-bdb7-431013ab3355;CCB-91351641;active;17046.00;0.040443;15;PRICE;pix_same_day;SIGN-a52b0828;"{""ccb_pdf"": ""http://files.example/a52b0828-4e1e-459c-91cc-2d5757d557f1.pdf""}";DEBT-a52b0828;REQ-a52b0828;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-a52b0828;EXT-a52b0828;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a9e08213-05d1-43f3-8de7-84e0b4ed025d;d6411c75-d089-441c-a7cf-a2febdb2cb4b;ccb;investor;1d96bae3-8b63-4a05-89df-ea2e7103ad34;CCB-24407222;active;14393.00;0.030869;16;PRICE;pix_same_day;SIGN-a9e08213;"{""ccb_pdf"": ""http://files.example/a9e08213-05d1-43f3-8de7-84e0b4ed025d.pdf""}";DEBT-a9e08213;REQ-a9e08213;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-a9e08213;EXT-a9e08213;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
566bfcbc-f1f0-463a-a926-7468f4688a09;9ca5779a-4d13-4a0c-bde2-0397c9f3efde;ccb;investor;0967962c-50fe-4ed2-9a47-92f51c9b5d48;CCB-10042845;active;25549.00;0.035705;15;PRICE;pix_same_day;SIGN-566bfcbc;"{""ccb_pdf"": ""http://files.example/566bfcbc-f1f0-463a-a926-7468f4688a09.pdf""}";DEBT-566bfcbc;REQ-566bfcbc;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-566bfcbc;EXT-566bfcbc;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c87aabb4-b13c-4ed1-a438-c52b23ffded9;598fe7fd-375d-4609-a5af-fc782804f4b6;ccb;investor;cc21fe44-f9c2-46c3-9f83-2fcef680e2fe;CCB-29448612;active;2589.00;0.038558;12;PRICE;pix_same_day;SIGN-c87aabb4;"{""ccb_pdf"": ""http://files.example/c87aabb4-b13c-4ed1-a438-c52b23ffded9.pdf""}";DEBT-c87aabb4;REQ-c87aabb4;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-c87aabb4;EXT-c87aabb4;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7f10b7f1-8aef-4c63-a920-26f5ee5bd59a;e1b28148-b59f-408d-8dd3-8d96394cbac3;ccb;investor;6ba3ad2e-aae7-4f6a-abc2-41368311cacf;CCB-20859626;active;6807.00;0.026138;18;PRICE;pix_same_day;SIGN-7f10b7f1;"{""ccb_pdf"": ""http://files.example/7f10b7f1-8aef-4c63-a920-26f5ee5bd59a.pdf""}";DEBT-7f10b7f1;REQ-7f10b7f1;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-7f10b7f1;EXT-7f10b7f1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
cd23ddd9-9864-48cd-8198-5f22735b2777;4e765e42-520f-489c-889c-dd3231167621;ccb;investor;ad5d2d81-0a3d-46dd-83eb-500f9159afc9;CCB-86279143;active;19491.00;0.025409;22;PRICE;pix_same_day;SIGN-cd23ddd9;"{""ccb_pdf"": ""http://files.example/cd23ddd9-9864-48cd-8198-5f22735b2777.pdf""}";DEBT-cd23ddd9;REQ-cd23ddd9;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-cd23ddd9;EXT-cd23ddd9;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4ccf43bc-14e0-4563-83fa-4d95bfc40e6b;13608299-a1b3-421f-8b40-d46771616525;ccb;investor;047c6a11-eab6-4d16-824c-0a8899ebde8d;CCB-73076515;active;14380.00;0.015730;18;PRICE;pix_same_day;SIGN-4ccf43bc;"{""ccb_pdf"": ""http://files.example/4ccf43bc-14e0-4563-83fa-4d95bfc40e6b.pdf""}";DEBT-4ccf43bc;REQ-4ccf43bc;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-4ccf43bc;EXT-4ccf43bc;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0163ecdc-897c-417d-9673-2b328c0c8e80;006f691e-0620-46ff-acfd-8479840f8e1c;ccb;investor;c6c3b45a-8a78-444f-b29e-a73cc12e476c;CCB-52349340;active;21584.00;0.026453;22;PRICE;pix_same_day;SIGN-0163ecdc;"{""ccb_pdf"": ""http://files.example/0163ecdc-897c-417d-9673-2b328c0c8e80.pdf""}";DEBT-0163ecdc;REQ-0163ecdc;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-0163ecdc;EXT-0163ecdc;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
883bfbca-15f1-406e-ab0d-1a1fab70b521;0fa95046-b596-4701-a47c-a9ce8fd8c960;ccb;investor;f1399c07-617b-4bc4-80fc-205f27e79340;CCB-21493222;active;14849.00;0.036891;14;PRICE;pix_same_day;SIGN-883bfbca;"{""ccb_pdf"": ""http://files.example/883bfbca-15f1-406e-ab0d-1a1fab70b521.pdf""}";DEBT-883bfbca;REQ-883bfbca;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-883bfbca;EXT-883bfbca;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
63f79c05-c564-44ac-9798-17838aa47a3c;736c7fc1-74ed-4314-ab1d-d1733f0b78a9;ccb;investor;2c3a555a-0901-4bb5-9d47-bb2fc38dd884;CCB-86778779;active;10472.00;0.040667;6;PRICE;pix_same_day;SIGN-63f79c05;"{""ccb_pdf"": ""http://files.example/63f79c05-c564-44ac-9798-17838aa47a3c.pdf""}";DEBT-63f79c05;REQ-63f79c05;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-63f79c05;EXT-63f79c05;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
37622138-fdc6-4dc2-9a46-5c396f145969;30c7f14d-2f10-41c4-9f7d-0c3c67922411;ccb;investor;256db24a-70b7-45fe-8cdf-d150a54419e5;CCB-37946992;active;3266.00;0.037090;21;PRICE;pix_same_day;SIGN-37622138;"{""ccb_pdf"": ""http://files.example/37622138-fdc6-4dc2-9a46-5c396f145969.pdf""}";DEBT-37622138;REQ-37622138;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-37622138;EXT-37622138;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
03842827-729d-4468-bd7c-fc400a11aa64;75647f97-f720-4d9c-8fd2-f78b491a5bba;ccb;investor;624c41db-008f-4def-908c-79bb56d00827;CCB-39216579;active;9630.00;0.029265;19;PRICE;pix_same_day;SIGN-03842827;"{""ccb_pdf"": ""http://files.example/03842827-729d-4468-bd7c-fc400a11aa64.pdf""}";DEBT-03842827;REQ-03842827;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-03842827;EXT-03842827;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0254d49a-1348-4b3b-bf5e-8560b996e744;00cd799e-6105-4ed8-b253-13775cc99d47;ccb;investor;edac39be-2c54-4291-a7e4-a0a591dc22a4;CCB-72575773;active;10547.00;0.034246;15;PRICE;pix_same_day;SIGN-0254d49a;"{""ccb_pdf"": ""http://files.example/0254d49a-1348-4b3b-bf5e-8560b996e744.pdf""}";DEBT-0254d49a;REQ-0254d49a;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-0254d49a;EXT-0254d49a;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
be844492-e8ff-4c1b-8bcd-01df294084a7;288f5ab1-aeae-41d3-864d-35ee7bef6e44;ccb;investor;da9ffefe-c234-4273-b22f-6beecbf6a4a3;CCB-38141483;active;6685.00;0.037648;19;PRICE;pix_same_day;SIGN-be844492;"{""ccb_pdf"": ""http://files.example/be844492-e8ff-4c1b-8bcd-01df294084a7.pdf""}";DEBT-be844492;REQ-be844492;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-be844492;EXT-be844492;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
dc2ed413-aaf1-449b-9cc3-d707570e55fc;82c25f43-aefc-4b97-8a67-7a8ae80126c6;ccb;investor;4fedd6f7-fcac-4281-87ae-cb0f827faeaa;CCB-35657671;active;10689.00;0.031315;16;PRICE;pix_same_day;SIGN-dc2ed413;"{""ccb_pdf"": ""http://files.example/dc2ed413-aaf1-449b-9cc3-d707570e55fc.pdf""}";DEBT-dc2ed413;REQ-dc2ed413;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-dc2ed413;EXT-dc2ed413;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d52d1e85-ce1c-462e-a1da-85676c724ff5;55afec30-ec72-4553-9f38-5d2588006ee3;ccb;investor;3f1c229a-fec6-4fc0-8880-776ac0c026d6;CCB-58605552;active;28263.00;0.039344;18;PRICE;pix_same_day;SIGN-d52d1e85;"{""ccb_pdf"": ""http://files.example/d52d1e85-ce1c-462e-a1da-85676c724ff5.pdf""}";DEBT-d52d1e85;REQ-d52d1e85;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-d52d1e85;EXT-d52d1e85;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
98d89c41-71f2-4d93-9524-7e2f910daf8f;04f771a1-c661-47fd-a781-160fd6e17e97;ccb;investor;8e2ac02b-8316-4f26-8b81-5d76669e6391;CCB-47828576;active;20278.00;0.027371;24;PRICE;pix_same_day;SIGN-98d89c41;"{""ccb_pdf"": ""http://files.example/98d89c41-71f2-4d93-9524-7e2f910daf8f.pdf""}";DEBT-98d89c41;REQ-98d89c41;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-98d89c41;EXT-98d89c41;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4e1ddac2-aa83-4537-888c-00a8b731d2c2;3e7c7378-f93a-49ba-b52d-b9f469a253bd;ccb;investor;c22b04c3-acca-4b0d-93bc-e5ad4f556bd1;CCB-87932889;active;6545.00;0.024096;13;PRICE;pix_same_day;SIGN-4e1ddac2;"{""ccb_pdf"": ""http://files.example/4e1ddac2-aa83-4537-888c-00a8b731d2c2.pdf""}";DEBT-4e1ddac2;REQ-4e1ddac2;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-4e1ddac2;EXT-4e1ddac2;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
85f50802-84a9-496f-97db-cbed84c7d972;a5b6befe-ad01-42ec-810f-211dd44c90f3;ccb;investor;cbe5c26f-07fc-4fb8-9201-7dd9b3ebf24d;CCB-14690652;active;11506.00;0.044807;23;PRICE;pix_same_day;SIGN-85f50802;"{""ccb_pdf"": ""http://files.example/85f50802-84a9-496f-97db-cbed84c7d972.pdf""}";DEBT-85f50802;REQ-85f50802;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-85f50802;EXT-85f50802;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
28f78eb3-3211-4306-9052-d832b970a3fe;855cf7c3-de8b-4d90-bdfc-367c596bacdc;ccb;investor;3ccffde4-3c84-421e-a609-5956a0706d3a;CCB-85848269;active;21932.00;0.032626;19;PRICE;pix_same_day;SIGN-28f78eb3;"{""ccb_pdf"": ""http://files.example/28f78eb3-3211-4306-9052-d832b970a3fe.pdf""}";DEBT-28f78eb3;REQ-28f78eb3;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-28f78eb3;EXT-28f78eb3;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
088424b1-85af-4aa2-b9fe-e07796faf657;c1590706-3dcb-42e8-b4f9-7d8b77e08c9b;ccb;investor;1dfb7666-c217-4a5e-a256-60971bbdcbd8;CCB-87055302;active;22319.00;0.018613;11;PRICE;pix_same_day;SIGN-088424b1;"{""ccb_pdf"": ""http://files.example/088424b1-85af-4aa2-b9fe-e07796faf657.pdf""}";DEBT-088424b1;REQ-088424b1;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-088424b1;EXT-088424b1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
81706bc8-59d1-41f4-a25d-b5be490a65d3;11caf3b4-31cb-43bf-8409-ccf2d9cf3370;ccb;investor;708e922e-94fd-40ba-9d97-53c94d77dea0;CCB-14822977;active;24682.00;0.029085;23;PRICE;pix_same_day;SIGN-81706bc8;"{""ccb_pdf"": ""http://files.example/81706bc8-59d1-41f4-a25d-b5be490a65d3.pdf""}";DEBT-81706bc8;REQ-81706bc8;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-81706bc8;EXT-81706bc8;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4805eb8a-f5d0-443c-afd9-7d08fdc4919e;c4347ebf-0553-4eaa-b3a4-8df45a39416c;ccb;investor;746f340b-1477-4186-88a0-00c80d09ad03;CCB-87424793;active;2489.00;0.026059;12;PRICE;pix_same_day;SIGN-4805eb8a;"{""ccb_pdf"": ""http://files.example/4805eb8a-f5d0-443c-afd9-7d08fdc4919e.pdf""}";DEBT-4805eb8a;REQ-4805eb8a;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-4805eb8a;EXT-4805eb8a;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a932f5ac-eb70-4806-aded-b0a8d6e722a2;939e77b2-4d73-4f95-823d-f7d86b25adb2;ccb;investor;ab288271-eda8-4e50-90b5-34142d70c562;CCB-44157839;active;28360.00;0.040250;13;PRICE;pix_same_day;SIGN-a932f5ac;"{""ccb_pdf"": ""http://files.example/a932f5ac-eb70-4806-aded-b0a8d6e722a2.pdf""}";DEBT-a932f5ac;REQ-a932f5ac;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-a932f5ac;EXT-a932f5ac;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d0e0c5c8-8778-4620-869f-6c2c41a05999;6d89dbbb-ab6e-4cc5-b664-6bedadc6892f;ccb;investor;444e6e90-4d32-45ea-a99a-7d4f88224caa;CCB-69755710;active;4431.00;0.043424;16;PRICE;pix_same_day;SIGN-d0e0c5c8;"{""ccb_pdf"": ""http://files.example/d0e0c5c8-8778-4620-869f-6c2c41a05999.pdf""}";DEBT-d0e0c5c8;REQ-d0e0c5c8;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-d0e0c5c8;EXT-d0e0c5c8;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1377da18-dc6f-41e5-adba-7c93c2a654e8;9c4231a9-bf49-4500-866c-d8044f333663;ccb;investor;be6a2c61-36a5-42f6-a5bf-fee198d58e10;CCB-63557091;active;5586.00;0.017241;24;PRICE;pix_same_day;SIGN-1377da18;"{""ccb_pdf"": ""http://files.example/1377da18-dc6f-41e5-adba-7c93c2a654e8.pdf""}";DEBT-1377da18;REQ-1377da18;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-1377da18;EXT-1377da18;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d11d9eee-023d-4d7b-9873-3167b4ee8ec8;1c77342d-8593-4858-8bc9-9c934bdf1c38;ccb;investor;1070ad26-6ae0-402d-aba9-78485919f690;CCB-40013148;active;27333.00;0.043358;20;PRICE;pix_same_day;SIGN-d11d9eee;"{""ccb_pdf"": ""http://files.example/d11d9eee-023d-4d7b-9873-3167b4ee8ec8.pdf""}";DEBT-d11d9eee;REQ-d11d9eee;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-d11d9eee;EXT-d11d9eee;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
