consignment_agreement_id;borrower;issuer;enrollment_id;consigned_margin;valid_from;valid_to;status;trace_id;created_at;updated_at
8654129f-bda2-4d8f-a460-46f2e689d027;8641b701-fe14-46cb-8cfa-cf55b531340d;INSS;ENR39480212;3305.38;21/05/2023;08/01/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
fc1f2514-86fd-494b-8531-7ce94075d84e;0f229d92-5193-429d-ad21-ff70f3ef29eb;Exercito;ENR76618387;4131.17;28/07/2021;20/04/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
35271c41-9dfa-47d3-986c-76b1660d39cf;baa2570b-f0da-4530-8939-f6adbacba13d;Estado;ENR20648306;4841.35;01/12/2023;12/09/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9e31c919-4d73-4c78-96cf-dfc1ecc9d21b;72e787ad-e3f1-4477-a7b4-0c6b0d1dcc9d;Autarquia;ENR75686933;4442.90;27/11/2024;20/03/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c178e845-ba2d-4baa-a29e-b0ce9a040bcd;943fb067-0232-427b-90f5-f4b785bef3a4;Autarquia;ENR49230748;1667.58;11/07/2022;22/01/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0a6fb73c-9610-4d12-bf28-7ebdb3727ce2;e36f3627-7a88-4b97-9c64-a3a3829e0b27;INSS;ENR27997947;1590.12;01/04/2024;06/05/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
316c2949-926f-476f-acd7-2e43599fb126;1039af80-8717-45ec-9232-c5a54ce40232;Autarquia;ENR14937216;741.11;19/12/2024;21/07/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b9538b04-5f97-41f7-b8c9-2ad2678dd27a;057ee396-0607-44f7-b1c1-e1b617b33c3b;Estado;ENR54411141;3284.44;28/07/2021;17/07/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9c4a3520-edbc-46ff-a25f-4964fc0202ce;b54dd54f-7d96-4a0a-a1a5-1ed7555d7359;Exercito;ENR79971505;3512.50;13/10/2023;27/07/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f3dea8d3-e4f4-4eb2-bece-bc9cd8822fd3;18529ad7-ea7c-4be9-8611-51df24370e92;INSS;ENR82266026;3531.22;21/07/2020;08/02/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
66666432-36dc-4722-9a6a-9208b31410f0;32538fea-329d-4d22-9cc6-8bf90ccbee50;INSS;ENR51007742;4412.03;22/10/2024;19/05/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
516b7c30-0761-405c-91a2-50fcdea5a73a;e4a77be0-360f-4b79-bc66-7d39b7bdd482;Empresa Publica;ENR85344497;353.09;23/02/2021;05/03/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
25c28d40-3830-4557-aa4e-65ff987544ec;af42e2e9-52d4-45b1-b668-7cfb100b56bd;Exercito;ENR47689482;4103.52;27/11/2022;24/03/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
14e1e412-1e5d-4937-a42b-5503a1dccea1;e8ae485e-16c0-40ca-a6af-d0187f211d37;Estado;ENR95358692;5601.18;10/12/2020;04/12/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2830bf53-0f54-4300-a3da-61f5bf9089a1;3d44bff6-ea1f-47a4-81f0-f12e7454a78f;Estado;ENR18822602;1238.83;01/11/2021;28/03/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
982fb7b4-4ed6-42ea-aafe-e8fc584a6270;449923d8-e6f7-4a38-9f72-3bb7d5eedb58;Empresa Publica;ENR23674790;5683.44;07/08/2023;30/12/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ef5baf83-ab71-4af4-83e0-9b88c72f01b4;c8ab69f9-b331-49d9-bc0d-1212eb0997ab;INSS;ENR51792299;3345.64;11/10/2021;24/08/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7e08ad3e-ae00-4029-b244-0a16cc97d853;a9de4f56-22df-408d-8180-198177f11f57;Empresa Publica;ENR51695959;3298.06;05/06/2021;12/01/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9742b0e5-9913-4811-8556-134a0c36b237;5de6ed62-d019-49c8-90ff-4fb155969375;Empresa Publica;ENR30261793;691.94;16/05/2022;11/03/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d1b542ec-0bed-4347-9b5c-f6dde2299597;6db0ad62-d632-4986-861e-99f6dd7d3ab2;Exercito;ENR50315355;2425.78;23/03/2023;03/09/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e8da46a5-3721-42b0-8a37-a60c01c91b95;ca6a9400-9ea5-4c85-8a0f-0f441bcd45cd;Autarquia;ENR40765073;5058.72;21/12/2022;23/03/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e85b5d2a-3745-4389-8b2e-365164b70b30;34f3865f-48c8-458d-b530-526a7b89b8df;Empresa Publica;ENR16075930;3444.70;19/08/2024;23/03/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3ef026ea-d49e-489f-bab0-5e9a3b7781c1;bcb55c03-d445-426e-a170-8a157f2aaefc;Empresa Publica;ENR47687180;3378.87;12/09/2020;26/03/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2b38fc7a-928c-440f-9f43-28aa5c5bdbcc;dabfdd8a-c9b6-46e0-bd29-1e17f88e5973;INSS;ENR82130030;2868.32;15/04/2020;20/10/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4ce2de66-eb73-4927-be54-98b45d4def8d;3f0ed39e-dfc9-40e4-87b8-847a22a56167;Estado;ENR77631799;2792.02;02/01/2022;03/09/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
bcef37a8-79cd-4814-9986-5162d975bc8e;0d989e3e-5d64-42e7-a7c2-e39e81fb7cfa;Estado;ENR85617111;4887.70;09/10/2022;29/08/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
16ad3a7d-64e3-4307-8950-d696a8e73eff;54e19744-f82f-4c77-8523-49dd729ff3b5;INSS;ENR21148215;5824.72;10/05/2023;12/12/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
274453de-254d-4f78-8ef0-3b5823f936b6;142d9e15-fc56-4bf7-b77c-d8147b8bd6b8;Prefeitura;ENR39697206;2264.84;30/04/2020;02/07/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9d826808-b88b-486e-8686-eb4703d17766;61432830-e282-4b55-bbf2-8325a99c7131;Autarquia;ENR56224340;771.06;29/03/2020;18/07/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6bc5ccaa-8089-4bab-9fd7-ea9e36d44f16;1fa1c47b-f83b-490e-9c18-eaa43ddac577;Autarquia;ENR13482840;1678.16;03/06/2020;09/04/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3d80f509-fbaf-4189-8da4-4d8529989608;56839593-6fc8-4b36-9d45-3836a649608f;Autarquia;ENR14407930;1192.08;24/03/2022;20/07/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ea56f6ef-0390-4cee-a12a-c278b47a9924;bf292943-78af-4e21-b419-5b5fb864da1c;Exercito;ENR51686930;1987.57;26/10/2020;12/04/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
382c097f-ff07-4f65-876e-1c10920d2080;17cc0bca-2888-4e14-a4f8-c0396ea8b02f;Prefeitura;ENR69878177;1013.90;19/07/2022;08/07/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c5a669e7-35d5-4a8d-b11a-6b81c3d7936f;08f1c78c-df76-42e9-8b22-edf9b4646f1a;Autarquia;ENR58746392;680.14;10/05/2022;06/08/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
79e2e8ea-df6c-4eeb-bb6c-e5f2d0677282;1e56c72d-ec16-42f3-82e6-806ed8443bef;Estado;ENR95438119;2716.87;24/02/2020;25/10/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7d30592c-69fa-45bc-be51-35ecf994882c;bb948333-fe4d-484c-b03e-4f4efdec6104;Exercito;ENR36473579;1509.45;31/08/2024;13/05/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9c441286-7f2a-47a4-b2e9-7ab8285da774;837868b1-4b62-462f-bd44-4c9d55c38b47;Exercito;ENR65128580;803.03;16/02/2020;06/08/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
cc6c5650-54f8-4102-bf0b-ec916e2aecf9;fc43d901-9679-4834-ad76-fb8cbffb3487;Exercito;ENR74441192;2764.51;06/12/2023;06/05/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
42d69927-e2fc-40b0-9575-8edf490affba;7be1cc54-d2b4-4522-bf24-eea4383c1f6d;Prefeitura;ENR48748377;904.43;11/10/2022;31/10/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
88a79c1f-a623-4ae1-af8c-1e2429f613c1;dbdf0d85-8419-42c7-8b1d-8ca589edbfc3;Exercito;ENR53613765;1215.50;05/01/2021;27/11/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ba9f80bb-4030-4a92-9bcf-58c6e0496f51;4d93ec84-4b0c-4e6c-82e5-514f2e6d48d3;Exercito;ENR58751382;3848.21;24/10/2021;26/03/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b6588d7c-0cee-4c55-9085-9ca88c7bebfd;e2522972-641d-4570-9e8a-ef74acd35a9e;Autarquia;ENR50773966;2283.50;13/06/2022;30/10/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d1bb15b1-fed9-48a4-8728-3ec2ac3ac9f2;35a61254-c777-4b3e-9e44-98d37106f3fd;Estado;ENR21900831;4659.05;27/06/2023;11/05/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
de3eac5c-ef4c-44c6-898d-2af4dedf57b1;8e66a796-be55-4d8e-87c6-a2b3df3b7a50;Prefeitura;ENR48636656;3465.68;18/03/2021;27/11/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d850410b-3dd8-45cb-9c83-a4005ad529b1;45af8152-412e-466c-a05f-89876e9944ef;Estado;ENR34935044;4762.91;29/05/2021;20/08/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a3d8ccb3-54ce-483f-84f7-d447435ee840;dd193a3e-bad5-4df7-8dfc-2062ff6dd69f;Exercito;ENR90359756;399.53;12/07/2021;03/04/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
411f2a4e-c570-425d-8e0f-f2b06e4cfd98;49172e8d-e1e8-43c2-aa53-84cd73d8a16d;Autarquia;ENR71178244;2902.50;19/04/2020;21/08/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ef69a8c9-b206-4988-8fc8-a3fe8af9b263;4aefb345-9999-4602-874a-73b7dbfa5550;Autarquia;ENR35232166;3323.35;15/10/2024;29/10/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1040e872-db6e-4ba1-bfbe-ecb5503fec4b;c706b4a4-dd3a-456a-a17a-2972db6e8f0c;Empresa Publica;ENR80334152;1049.57;06/06/2023;11/05/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c04ad63f-b1e8-4a4f-93e0-2823b68d776d;51d90958-31c2-4a1c-9e84-8c25eb3c89a5;Autarquia;ENR61774331;2802.14;01/01/2021;16/04/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a3e10f1e-2f87-41d1-b8c7-e6b538d21155;6fcb9e05-d3e7-4118-8f81-3ef2ea112480;Empresa Publica;ENR52692968;3959.98;08/11/2020;11/06/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2e1ef19b-3112-4c01-af90-5e47f1972108;7dbb73bc-d46e-4569-9a75-dd464a278fa4;Autarquia;ENR61745545;2824.87;21/10/2024;24/06/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f53ff37e-7a48-4011-8f59-9dd40960670b;e4732243-7b9d-4f3a-ab6e-ee969276d0fc;Estado;ENR39590126;825.34;03/09/2023;27/12/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
50c79d85-e51a-4bd6-9cf5-ef21672aecdc;c7c5beac-6917-4eea-b15e-8eb8f3b0d463;Estado;ENR29157814;1915.26;07/07/2024;12/02/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
464cd4cc-4041-456c-960c-2ea91cca695c;b61fea3f-f759-464c-975f-2e8665dc5a39;Prefeitura;ENR90138456;4223.78;13/11/2024;21/06/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ef6c8cc9-37c0-41da-9799-7013e89dc328;958de588-69df-4b90-93f6-364e0be91b3b;Autarquia;ENR24228771;5154.88;04/08/2024;22/01/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b4f35d0f-56e6-48ca-849e-cef4e91f4ca5;9bc5d507-5f88-481c-abe6-215ca36054f2;Exercito;ENR78877059;5099.62;31/08/2024;06/11/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
52680096-ee8c-4cba-bf3f-79ed0ca8adec;75cde939-5343-47bf-97cb-43afdc1dc2c8;Empresa Publica;ENR85542332;4640.58;13/10/2021;04/11/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9af711e1-bc29-493b-90f3-993962b17d31;009d356a-d5aa-45b8-86df-679ce45b2186;Prefeitura;ENR97565769;2897.85;03/06/2021;02/06/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6de2ae20-dce2-4519-943b-48d7ecb0fe24;de7b97a2-44d4-46eb-a314-7f9be461938c;Empresa Publica;ENR66873593;5891.23;03/11/2023;10/10/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
54d51666-ccce-42a0-9ce0-490985b82b94;fc551bc8-05cd-45d4-a525-15c2fd61b0e1;Prefeitura;ENR21481002;593.26;20/10/2021;22/07/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
83532d3d-993f-40f8-b6c1-1118b376c91a;644dda95-9d9c-4bd5-8835-ec2b1fc4c8c3;Exercito;ENR22997786;3377.68;23/08/2024;25/03/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1c2354b9-1e66-46df-9d50-933620600795;9c1feb93-419e-46f5-99d1-87a00e26ea7a;Empresa Publica;ENR47911954;5703.95;21/10/2021;06/09/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9eb203a3-dc43-43ab-9231-2a84c959686f;91e69972-a524-4ec4-a461-cdb3e67c1035;Autarquia;ENR53206567;3553.51;12/12/2024;01/09/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
24fce0ec-bbae-4837-b24e-8f6e6750b8d1;2651fdc5-5cd8-4a95-bc6e-be9a2d05f09f;INSS;ENR48494815;5766.48;26/05/2020;08/09/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
688509a4-e332-4e0b-a8d9-2ea02fbf0822;9259b7ec-4947-4fa7-9b7c-d3ca1d315e6e;Prefeitura;ENR78257965;3827.29;20/06/2022;27/12/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
eec0773e-5416-477e-a5ea-0ed37ba80316;9531b9b4-21f3-4d4a-8ac2-4fa67d8b9e80;Estado;ENR43208167;5718.63;13/07/2020;19/08/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
bca7f755-9d89-4d16-9ff0-c855c69882d2;ed33f61c-2aa2-4eb6-8a13-af5aa18f4833;Exercito;ENR36169941;4851.96;26/05/2022;17/09/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5196c1c5-e30b-4c7b-9a5e-6b800b3badad;2c0e5103-9bc9-4aee-b457-3436cc914795;Empresa Publica;ENR99481575;4570.72;01/08/2022;26/04/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0124453c-291c-4718-86cc-07ee46eeb2ff;d0c7698a-70c5-4042-bf3f-376652e1a16e;INSS;ENR11564890;813.89;04/03/2020;25/12/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
374802a1-003d-49f3-b592-37bfe65b0b29;b2108805-0520-4978-bbee-f951bdf73493;Exercito;ENR17716833;3181.41;24/02/2023;02/09/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
fd7229c4-f00e-4fd1-921d-34885549c0f2;439546b2-170d-4c81-aa56-e89aaeef652d;Empresa Publica;ENR47086123;1110.79;08/12/2022;06/11/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0041c8cf-81b4-41d5-aa02-7b8730ef2f7c;86faee63-1db7-4462-baba-35ed6c8e797e;Estado;ENR42169491;2655.60;05/01/2023;19/04/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8da78ec7-a3f1-46c3-8c33-85c96fb08261;d0102524-d533-4308-a9f8-14dbee708689;Exercito;ENR62676019;3612.81;24/05/2020;01/08/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6d12f5f1-da6d-4c2c-9f20-e45ce1088af0;f2ec2d70-d2b4-4673-8f80-762887e0527d;Autarquia;ENR82733836;4682.32;11/12/2023;25/03/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d50fb03b-80be-416c-9630-408c223f1f57;ba72cee7-7d11-42c8-b5c5-beafe432c45a;Exercito;ENR93617686;2075.90;25/12/2020;07/07/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2eba914c-c7a0-477b-b09e-383a279c5f9c;ce9a1f99-726d-44d1-8c96-75bd5a42737b;Empresa Publica;ENR47196875;4896.42;05/05/2020;11/10/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2fc1d4c3-310c-49e6-a7b6-9c1dbbd5bfe8;4912b0f8-e554-4950-8ffe-b62d495fbfb0;INSS;ENR18025230;1248.51;06/09/2021;02/03/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5c276fac-06f9-49a0-b294-c6a7d4f87942;51eadbef-c418-457b-be3d-a5c632c5069c;Autarquia;ENR52658221;2045.73;30/03/2021;17/10/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8bebe9b4-8f8a-413c-8035-339cfbcbf1ae;5ff27173-cc53-405f-a023-d5d2eaddfe6a;Empresa Publica;ENR50036449;2847.51;10/11/2021;21/05/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
675e65a1-501b-46d0-93e3-99e54cdcb8c8;5853d2e1-7f20-42a2-ba9c-a4ad1e3b17d3;Exercito;ENR75032382;4343.10;12/05/2023;05/03/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c3b689ed-a47c-47ae-b084-6ef64bb02b09;755d007f-e3cc-4670-98d3-5c4c38d4e09e;Prefeitura;ENR55965897;5883.17;24/05/2021;24/04/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2b9751c4-2968-4284-b5c3-d9383e3cbfaf;bc22a1d2-5dc2-4ece-a15d-130f9b54dd10;Exercito;ENR37233632;4388.06;14/03/2023;12/02/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
caeeb445-3f02-4955-ba2a-d2830d8ec1e0;86316e96-1524-414a-83b7-6d13dc64fdd5;Prefeitura;ENR96717622;2183.54;26/07/2023;14/08/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
655062b5-0c58-4847-83c2-710697b3a235;33d36661-33f7-42dc-b279-d0b6839dcd11;INSS;ENR41580384;3599.13;27/02/2021;11/01/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9c57c71f-179e-457d-89d2-6f34888961b6;7a26a472-f3c9-4d29-b91f-317edeb7c434;Exercito;ENR29166829;3921.22;09/12/2023;17/05/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a8f6f165-6c95-4417-bc3c-7f75c978776c;a42697df-4445-4232-917f-4cdc3a0cfe07;Estado;ENR69216998;2212.81;08/11/2020;31/03/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4f3ef843-321e-40d7-847a-8f1caa226306;f9410963-9b79-4b4d-a41b-b332890cae98;INSS;ENR16867670;1558.14;17/10/2022;21/06/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
319d0a22-0964-4ccb-9e25-64c42da1e832;308c5888-16bc-474c-9ec7-a961b312a80c;Autarquia;ENR73321707;2916.64;10/08/2021;26/04/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3588711b-c5ad-4875-83cd-ac8d608e33d5;f9fb7f73-3a31-4306-ac89-d5c11631b0e9;Autarquia;ENR29980881;5659.08;04/10/2021;22/12/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
79f1c7d0-8418-43d3-98ac-5e9420b284cb;377f6b4a-a531-4792-acea-8bd2530e33ad;Exercito;ENR51097939;2946.69;04/10/2024;02/01/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
38269eea-43a7-4d8f-9fba-31f0da90f043;5df93ff0-69cd-4c38-adcf-de29c6163342;Estado;ENR91667808;5023.70;26/09/2022;20/05/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b3b77161-d497-4c0d-9061-9a7a8fd8be4b;0fcaab98-0f36-46e9-89ca-fc8c89cc6fe6;Empresa Publica;ENR46867917;334.67;24/07/2023;04/01/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
72734849-1ece-4b70-a85b-cfeecb687269;bd8245e7-b1db-4e63-90ac-be80b2e4e7af;Estado;ENR28063890;2636.31;04/04/2022;15/02/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a822e4b0-597b-4c1a-adef-98aaedfb7d30;41ec7edf-cab7-45d3-97fa-d6e08ae0c18a;INSS;ENR90721229;2151.17;06/12/2023;27/10/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
08910d86-e111-4fcb-aa60-df83c6dd5459;6e02223d-7ca0-46f4-b9c1-0da57dfaadb5;Estado;ENR68364971;4054.66;23/05/2023;13/04/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b302f63e-6d38-4e84-bd02-228f88260afe;bc09efc6-1b99-46a1-8f8e-f09eb2d5540f;Exercito;ENR29737057;3680.59;01/07/2022;26/09/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d6b7f33f-631c-4ede-a69c-a72d866b97f6;96ace828-4eef-4fb9-b196-0278fd56a104;Empresa Publica;ENR68743107;2980.60;24/02/2023;22/07/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
454c8594-1728-4148-af79-e8f37fffd1cb;bf5ae3bf-efd6-4038-994b-dccd55d090ba;INSS;ENR45234675;4141.34;06/02/2022;27/07/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c376d809-3faf-4a4a-b705-d86a1317ca08;b5e6e6fe-f24f-4b6f-926c-762c1ce537cc;Exercito;ENR72333623;3661.90;15/11/2020;12/11/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9fc86af9-9c9a-4526-85fd-a83fe0b5a6c2;a31384e5-f516-4538-a661-7000d850a530;Estado;ENR47709863;5176.38;10/07/2023;03/03/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c816454c-f852-48d9-ace3-a5369d92a185;405d27c0-07b3-4bc6-a16a-a1a64b68ea49;Prefeitura;ENR26825347;2662.28;27/05/2023;13/09/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3faaa364-726c-4ddc-897d-91e033502a1f;980487d4-33ed-4471-9a47-6a7bffc433e3;INSS;ENR70652793;3273.89;31/08/2020;05/09/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4bd54c78-7030-4487-9cb8-7c642d2e035f;64456c2d-8060-464d-a8d4-294bd670c7d8;Estado;ENR40354225;5689.15;27/01/2021;07/10/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2a8ab2c2-59dc-4deb-8f2f-9cb1ed23073b;657197f1-a5fb-40f4-8174-c5d2183b1685;Autarquia;ENR56755518;778.99;24/12/2021;04/10/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6ca5ab9b-0ed0-42ee-800c-9cd553ad14aa;4af6e446-3d36-414d-92f6-69e4a62ddec7;Prefeitura;ENR99976965;398.51;26/03/2023;06/06/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5a752f48-1f03-459c-b5e2-93210e1a200f;3629d07b-b228-4319-bc26-675b70e88348;INSS;ENR56735468;4993.93;22/10/2022;27/01/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
59677b39-32e0-479f-ab8d-b2dae25bbf3d;5a1d1bbe-b801-4932-a137-e4b8d0de1ea1;Estado;ENR98623687;3552.21;26/01/2020;26/04/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
10fb10ae-e536-4261-bcbf-ecbdf1127cee;5309fd26-2529-4a57-90e6-6f25bad89710;Estado;ENR82082838;1948.67;06/02/2020;21/01/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
539aa1f7-5ffd-443a-a046-6168507bc480;07170ae7-100f-4266-a754-535fd9b43571;Autarquia;ENR71187506;5078.66;02/06/2024;26/06/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f3af910b-cc42-4b67-8309-fa7320ae0799;fc8f773d-12f8-4270-bbc1-e622e487db2c;Empresa Publica;ENR73659276;2093.96;10/12/2020;28/11/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d8fc18b9-1cfe-403d-b1d3-089657bb826e;78f03746-1539-4e8a-9fe7-4e9c430700c3;Autarquia;ENR46743282;2529.26;05/08/2023;15/02/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
